Numero_expedient;Codi_districte;Nom_districte;Codi_barri;Nom_barri;Codi_carrer;Nom_carrer;Num_postal_caption;Descripcio_dia_setmana;Dia_setmana;Descripcio_tipus_dia;NK_Any;Mes_any;Nom_mes;Dia_mes;Hora_dia;Descripcio_torn;Descripcio_tipus_accident;Coordenada_UTM_X;Coordenada_UTM_Y;Longitud;Latitud
2020S002267    ;7;Horta-Guinardó;36;la Font d'en Fargues;194406;Maragall;0295 0297;Divendres;Dv;Laboral;2020;5;Maig;22;12;Matí;Xoc contra element estàtic;430815,7;4586673,51;2.170.885.347;41.426.798.385
2020S002268    ;7;Horta-Guinardó;33;el Baix Guinardó;335406;Thous;0002X0002X;Divendres;Dv;Laboral;2020;5;Maig;22;15;Tarda;Col.lisió lateral;430515,49;4585153,3;2.167.467.582;41.413.080.471
2020S002269    ;8;Nou Barris;51;Verdun;9800;Almagro;0009 0009;Divendres;Dv;Laboral;2020;5;Maig;22;14;Tarda;Atropellament;431043,25;4588423,11;2.173.408.625;41.442.575.966
2020S002270    ;2;Eixample;9;la Nova Esquerra de l'Eixample;100800;Diputació;0022 0022;Divendres;Dv;Laboral;2020;5;Maig;22;15;Tarda;Col.lisió fronto-lateral;429059,23;4581244,86;2.150.502.837;41.377.751.263
2020S002271    ;3;Sants-Montjuïc;16;la Bordeta;160903;Ildefons Cerdà;0007 0007;Divendres;Dv;Laboral;2020;5;Maig;22;17;Tarda;Abast;427810,45;4579885,77;2.135.732.343;41.365.399.302
2020S002272    ;10;Sant Martí;71;Provençals del Poblenou;144601;Diagonal;0184 0186;Divendres;Dv;Laboral;2020;5;Maig;22;16;Tarda;Col.lisió fronto-lateral;432717,83;4584268,27;2.193.915.313;41.405.296.756
2020S002273    ;4;Les Corts;19;les Corts;48608;Breda;0022X0022X;Divendres;Dv;Laboral;2020;5;Maig;22;17;Tarda;Abast;428314,12;4582209,89;2.141.478.877;41.386.376.871
2020S002274    ;2;Eixample;7;la Dreta de l'Eixample;169409;Corts Catalanes;0626 0626;Divendres;Dv;Laboral;2020;5;Maig;22;16;Tarda;Caiguda interior vehicle;430491,76;4582425,23;2.167.497.074;41.388.507.589
2020S002275    ;6;Gràcia;28;Vallcarca i els Penitents;123408;Lesseps;0020 0022;Divendres;Dv;Laboral;2020;5;Maig;22;22;Nit;Col.lisió fronto-lateral;429003,38;4584523,97;2.149.450.398;41.407.280.109
2020S002275    ;6;Gràcia;28;Vallcarca i els Penitents;123408;Lesseps;0020 0022;Divendres;Dv;Laboral;2020;5;Maig;22;22;Nit;Col.lisió frontal;429003,38;4584523,97;2.149.450.398;41.407.280.109
2020S002276    ;5;Sarrià-Sant Gervasi;24;les Tres Torres;211505;Milanesat;0002 0002;Divendres;Dv;Laboral;2020;5;Maig;22;22;Nit;Caiguda (dues rodes);427145,19;4583301,19;212.736.813;41.396.100.693
2020S002277    ;2;Eixample;9;la Nova Esquerra de l'Eixample;18505;Aragó;0090 0090;Dissabte;Ds;Laboral;2020;5;Maig;23;1;Nit;Atropellament;429285,82;4581847,79;2.153.141.924;4.138.320.161
2020S002278    ;6;Gràcia;28;Vallcarca i els Penitents;347507;Trullols;0015 0019;Dissabte;Ds;Laboral;2020;5;Maig;23;5;Nit;Altres;427994,09;4586010,36;2.137.199.244;41.420.577.577
2020S002278    ;6;Gràcia;28;Vallcarca i els Penitents;347507;Trullols;0015 0019;Dissabte;Ds;Laboral;2020;5;Maig;23;5;Nit;Xoc contra element estàtic;427994,09;4586010,36;2.137.199.244;41.420.577.577
2020S002279    ;4;Les Corts;19;les Corts;202708;Dolors Masferrer i Bosch;0032 0034;Dissabte;Ds;Laboral;2020;5;Maig;23;10;Matí;Xoc contra element estàtic;427179,23;4582072,96;2.127.923.023;41.385.041.608
2020S002280    ;2;Eixample;7;la Dreta de l'Eixample;18505;Aragó;0379 0379;Dissabte;Ds;Laboral;2020;5;Maig;23;14;Tarda;Col.lisió lateral;430991,25;4583556,03;217.334.188;41.398.735.393
2020S002281    ;3;Sants-Montjuïc;12;la Marina del Prat Vermell;370203;Número 3 Zona Franca;0061 0063;Dissabte;Ds;Laboral;2020;5;Maig;23;18;Tarda;Xoc contra element estàtic;427587,85;4576461,35;2.133.479.863;41.334.536.671
2020S002281    ;3;Sants-Montjuïc;12;la Marina del Prat Vermell;370203;Número 3 Zona Franca;0061 0063;Dissabte;Ds;Laboral;2020;5;Maig;23;18;Tarda;Altres;427587,85;4576461,35;2.133.479.863;41.334.536.671
2020S002282    ;2;Eixample;10;Sant Antoni;296508;Sant Antoni;0013 0013;Dissabte;Ds;Laboral;2020;5;Maig;23;19;Tarda;Atropellament;430111,12;4581466,82;2.163.055.368;41.379.842.488
2020S002283    ;9;Sant Andreu;57;la Trinitat Vella;700788;Trinitat;0001 0001;Diumenge;Dg;Laboral;2020;5;Maig;24;1;Nit;Xoc contra element estàtic;432917,7;4588973,99;2.195.783.903;41.447.696.458
2020S002283    ;9;Sant Andreu;57;la Trinitat Vella;700788;Trinitat;0001 0001;Diumenge;Dg;Laboral;2020;5;Maig;24;1;Nit;Bolcada (més de dues rodes);432917,7;4588973,99;2.195.783.903;41.447.696.458
2020S002284    ;10;Sant Martí;70;el Besòs i el Maresme;41100;Bernat Metge;0005 0005;Diumenge;Dg;Laboral;2020;5;Maig;24;12;Matí;Abast;434110,77;4585822,2;2.210.409.511;41.419.408.058
2020S002285    ;3;Sants-Montjuïc;12;la Marina del Prat Vermell;96780;D Zona Franca;0060 0060;Diumenge;Dg;Laboral;2020;5;Maig;24;13;Matí;Caiguda (dues rodes);427447,83;4576472,84;2.131.805.298;41.334.627.558
2020S002286    ;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;32700;Balmes;0313 0313;Diumenge;Dg;Laboral;2020;5;Maig;24;12;Matí;Col.lisió lateral;428610,48;4584008,59;2.144.810.945;41.402.603.465
2020S002286    ;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;32700;Balmes;0313 0313;Diumenge;Dg;Laboral;2020;5;Maig;24;12;Matí;Xoc contra element estàtic;428610,48;4584008,59;2.144.810.945;41.402.603.465
2020S002287    ;2;Eixample;10;Sant Antoni;296508;Sant Antoni;0037 0037;Diumenge;Dg;Laboral;2020;5;Maig;24;18;Tarda;Col.lisió fronto-lateral;430142,48;4581745,15;2.163.398.269;41.382.352.046
2020S002288    ;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;101008;Tibidabo;0031 0031;Diumenge;Dg;Laboral;2020;5;Maig;24;22;Nit;Abast;427758,38;4585222,22;2.134.473.049;41.413.457.969
2020S002289    ;10;Sant Martí;67;la Vila Olímpica del Poblenou;132908;Ramon Trias Fargas;0017X0017X;Diumenge;Dg;Laboral;2020;5;Maig;24;21;Tarda;Col.lisió fronto-lateral;432679,48;4582334,85;2.193.671.619;41.387.879.738
2020S002290    ;9;Sant Andreu;60;Sant Andreu;209900;Meridiana;0600 0602;Dilluns;Dl;Laboral;2020;5;Maig;25;12;Matí;Abast;432184,76;4588513,78;2.187.061.884;41.443.489.888
2020S002291    ;2;Eixample;9;la Nova Esquerra de l'Eixample;110803;Entença;0139 0139;Dilluns;Dl;Laboral;2020;5;Maig;25;13;Matí;Col.lisió fronto-lateral;428800,22;4581712,72;2.147.350.697;4.138.194.223
2020S002292    ;7;Horta-Guinardó;38;la Teixonera;318305;Santa Rosalia;0051 0053;Dilluns;Dl;Laboral;2020;5;Maig;25;15;Tarda;Altres;428821,61;4586150,95;2.147.084.348;41.421.917.589
2020S002293    ;10;Sant Martí;68;el Poblenou;148704;Ciutat de Granada;0070 0070;Dilluns;Dl;Laboral;2020;5;Maig;25;18;Tarda;Col.lisió fronto-lateral;432981,84;4583595,05;2.197.148.192;41.399.255.307
2020S002294    ;8;Nou Barris;44;Vilapicina i la Torre Llobeta;69109;Cartellà;0075 0075;Dilluns;Dl;Laboral;2020;5;Maig;25;20;Tarda;Abast;430905,6;4586782,88;2.171.948.646;41.427.791.183
2020S002295    ;1;Ciutat Vella;2;el Barri Gòtic;177101;Laietana;0001 0001;Dilluns;Dl;Laboral;2020;5;Maig;25;20;Tarda;Abast multiple;431630,32;4581688,24;2.181.197.104;41.381.967.357
2020S002296    ;8;Nou Barris;48;la Guineueta;11583;Alsàcia;0001 0001;Dilluns;Dl;Laboral;2020;5;Maig;25;13;Matí;Xoc contra element estàtic;430831,82;4587884,64;2.170.939.575;41.437.707.975
2020S002297    ;5;Sarrià-Sant Gervasi;23;Sarrià;44709;Bonanova;0100 0102;Dimarts;Dm;Laboral;2020;5;Maig;26;7;Matí;Col.lisió fronto-lateral;426767,41;4583823,78;2.122.786.295;41.400.773.104
2020S002298    ;2;Eixample;7;la Dreta de l'Eixample;49509;Bruc;0152 0152;Dimarts;Dm;Laboral;2020;5;Maig;26;7;Matí;Atropellament;430267,57;4583494,11;2.164.692.698;41.398.115.231
2020S002299    ;2;Eixample;9;la Nova Esquerra de l'Eixample;110803;Entença;0139 0139;Dimarts;Dm;Laboral;2020;5;Maig;26;9;Matí;Col.lisió lateral;428800,22;4581712,72;2.147.350.697;4.138.194.223
2020S002300    ;4;Les Corts;21;Pedralbes;144601;Diagonal;0672B0672B;Dimarts;Dm;Laboral;2020;5;Maig;26;10;Matí;Col.lisió fronto-lateral;426971,29;4582448,05;2.125.391.052;41.388.401.032
2020S002301    ;10;Sant Martí;68;el Poblenou;183603;Llacuna;0001X0001X;Dimarts;Dm;Laboral;2020;5;Maig;26;11;Matí;Col.lisió lateral;433682,4;4583215,67;2.205.569.678;41.395.896.442
2020S002302    ;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;32700;Balmes;0189 0189;Dimarts;Dm;Laboral;2020;5;Maig;26;11;Matí;Xoc contra element estàtic;429260,5;4583355,96;2.152.662.902;4.139.678.295
2020S002303    ;7;Horta-Guinardó;37;el Carmel;230000;Mare de Déu del Coll;0254 0254;Dilluns;Dl;Laboral;2020;5;Maig;25;19;Tarda;Xoc contra element estàtic;429233,25;4586457,92;2.151.973.976;41.424.718.728
2020S002304    ;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;28000;Augusta;0149 0149;Dimarts;Dm;Laboral;2020;5;Maig;26;13;Matí;Col.lisió fronto-lateral;428535,47;4583629,11;2.143.958.485;41.399.178.966
2020S002305    ;2;Eixample;10;Sant Antoni;363809;Villarroel;0038 0038;Dimarts;Dm;Laboral;2020;5;Maig;26;13;Matí;Col.lisió fronto-lateral;429927,96;4581738,81;2.160.833.664;41.382.276.278
2020S002306    ;2;Eixample;9;la Nova Esquerra de l'Eixample;87009;Comte Borrell;0184A0184A;Dimarts;Dm;Laboral;2020;5;Maig;26;16;Tarda;Col.lisió lateral;429276,93;4582018,91;2.153.015.627;41.384.742.049
2020S002307    ;2;Eixample;9;la Nova Esquerra de l'Eixample;287201;Roma;0090 0090;Dimarts;Dm;Laboral;2020;5;Maig;26;16;Tarda;Col.lisió lateral;429024,25;4581845,28;21.500.142;41.383.155.958
2020S002308    ;2;Eixample;6;la Sagrada Família;142300;Gaudí;0024 0024;Dimarts;Dm;Laboral;2020;5;Maig;26;16;Tarda;Altres;431113,11;4584384,53;2.174.705.179;41.406.207.887
2020S002309    ;9;Sant Andreu;61;la Sagrera;65403;Cardenal Tedeschini;0002 0002;Dimarts;Dm;Laboral;2020;5;Maig;26;17;Tarda;Atropellament;432046,2;4586526,84;2.185.626.888;41.425.582.472
2020S002310    ;3;Sants-Montjuïc;18;Sants;312400;Sants;0111 0111;Dimarts;Dm;Laboral;2020;5;Maig;26;19;Tarda;Caiguda interior vehicle;427729,05;4580989,59;2.134.627.538;41.375.333.707
2020S002310    ;3;Sants-Montjuïc;18;Sants;312400;Sants;0111 0111;Dimarts;Dm;Laboral;2020;5;Maig;26;19;Tarda;Atropellament;427729,05;4580989,59;2.134.627.538;41.375.333.707
2020S002311    ;3;Sants-Montjuïc;12;la Marina del Prat Vermell;180;A Zona Franca;0037 0037;Dimarts;Dm;Laboral;2020;5;Maig;26;22;Nit;Col.lisió fronto-lateral;427883,21;4576029,38;213.706.063;41.330.672.543
2020S002312    ;3;Sants-Montjuïc;15;Hostafrancs;45803;Bordeta;0026 0026;Dimarts;Dm;Laboral;2020;5;Maig;26;22;Nit;Col.lisió lateral;428716,62;4580817,09;214.645.637;41.373.868.189
2020S002313    ;2;Eixample;10;Sant Antoni;362001;Vilamarí;0024 0024;Dimarts;Dm;Laboral;2020;5;Maig;26;21;Tarda;Altres;429261,7;4581082,43;2.152.942.867;41.376.306.143
2020S002314    ;8;Nou Barris;44;Vilapicina i la Torre Llobeta;230408;Mare de Déu de les Neus;0070 0070;Dimecres;Dc;Laboral;2020;5;Maig;27;0;Nit;Xoc contra element estàtic;430803,88;4586888,26;2.170.719.308;41.428.731.542
2020S002315    ;8;Nou Barris;50;les Roquetes;701267;Dalt (Besòs);1460000;Dimecres;Dc;Laboral;2020;5;Maig;27;6;Matí;Col.lisió lateral;431331,66;4588754,38;2.176.823.098;41.445.584.325
2020S002316    ;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;143904;General Mitre;0164 0164;Dimecres;Dc;Laboral;2020;5;Maig;27;10;Matí;Caiguda (dues rodes);428273,47;4584196,02;2.140.757.357;41.404.261.561
2020S002317    ;2;Eixample;7;la Dreta de l'Eixample;350308;València;0369 0369;Dimecres;Dc;Laboral;2020;5;Maig;27;10;Matí;Abast;430848,76;4583597,11;2.171.632.786;41.399.093.139
2020S002318    ;3;Sants-Montjuïc;12;la Marina del Prat Vermell;701266;Litoral (Llobregat);1720000;Dimecres;Dc;Laboral;2020;5;Maig;27;12;Matí;Abast;427017,84;4577279,25;2.126.570.098;41.341.851.784
2020S002319    ;2;Eixample;6;la Sagrada Família;350308;València;0440 0440;Dimecres;Dc;Laboral;2020;5;Maig;27;13;Matí;Abast multiple;431243,49;4583952,17;2.176.314.046;41.402.324.924
2020S002320    ;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;32700;Balmes;0387 0389;Dimecres;Dc;Laboral;2020;5;Maig;27;13;Matí;Caiguda (dues rodes);428115,75;4584393,63;2.138.847.157;4.140.602.726
2020S002321    ;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;90502;Còrsega;0454 0456;Dimecres;Dc;Laboral;2020;5;Maig;27;12;Matí;Abast;430539,66;4584015,02;2.167.887.479;4.140.283.046
2020S002322    ;3;Sants-Montjuïc;12;la Marina del Prat Vermell;222206;Motors;0132 0132;Dimarts;Dm;Laboral;2020;5;Maig;26;12;Matí;Xoc contra element estàtic;428662,4;4578290,17;214.610.542;41.351.104.217
2020S002323    ;7;Horta-Guinardó;37;el Carmel;101201;Doctor Bové;0114B0114B;Dimecres;Dc;Laboral;2020;5;Maig;27;15;Tarda;Caiguda (dues rodes);429950,8;4586025,99;2.160.610.433;41.420.891.421
2020S002324    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;349706;Comte d'Urgell;0224 0226;Dimecres;Dc;Laboral;2020;5;Maig;27;17;Tarda;Abast;428975,98;4582528,19;2.149.356.854;41.389.302.429
2020S002325    ;1;Ciutat Vella;2;el Barri Gòtic;177101;Laietana;0051 0051;Dimecres;Dc;Laboral;2020;5;Maig;27;20;Tarda;Xoc contra element estàtic;431045,86;4582285,18;2.174.139.876;41.387.293.917
2020S002326    ;9;Sant Andreu;63;Navas;115603;Espronceda;0412 0412;Dimecres;Dc;Laboral;2020;5;Maig;27;19;Tarda;Atropellament;431917,32;4586008,44;2.184.143.045;41.420.902.493
2020S002327    ;9;Sant Andreu;57;la Trinitat Vella;701431;C-17 (Puigcerdà);20000;Dijous;Dj;Laboral;2020;5;Maig;28;1;Nit;Xoc amb animal a la calçada;432333,4;4589853,7;2.188.690.852;41.455.570.619
2020S002328    ;9;Sant Andreu;60;Sant Andreu;176404;Llenguadoc;0042 0044;Dijous;Dj;Laboral;2020;5;Maig;28;7;Matí;Col.lisió fronto-lateral;432224,86;4587121,45;2.187.698.126;41.430.953.032
2020S002329    ;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;32700;Balmes;0170B0170B;Dijous;Dj;Laboral;2020;5;Maig;28;8;Matí;Abast;429409,95;4583229,37;2.154.465.258;41.395.655.938
2020S002330    ;4;Les Corts;19;les Corts;231502;Numància;0170 0170;Dijous;Dj;Laboral;2020;5;Maig;28;9;Matí;Atropellament;427565,25;4582653,24;2.132.469.978;41.390.302.833
2020S002331    ;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;101008;Tibidabo;0002 0004;Dijous;Dj;Laboral;2020;5;Maig;28;10;Matí;Abast;427966,54;4584892,96;2.137.002.723;41.410.511.156
2020S002332    ;2;Eixample;6;la Sagrada Família;178308;Lepant;0264 0264;Dijous;Dj;Laboral;2020;5;Maig;28;8;Matí;Xoc contra element estàtic;431340,55;4584136,72;2.177.454.153;41.403.995.408
2020S002333    ;10;Sant Martí;68;el Poblenou;270901;Pujades;0211B0211B;Dijous;Dj;Laboral;2020;5;Maig;28;10;Matí;Caiguda (dues rodes);433457,92;4584068,31;2.202.790.878;41.403.557.405
2020S002334    ;5;Sarrià-Sant Gervasi;23;Sarrià;44709;Bonanova;0096 0096;Dijous;Dj;Laboral;2020;5;Maig;28;14;Tarda;Abast;426822,03;4583866,92;2.123.434.429;41.401.166.623
2020S002335    ;9;Sant Andreu;59;el Bon Pastor;701266;Litoral (Llobregat);180000;Dijous;Dj;Laboral;2020;5;Maig;28;14;Tarda;Abast;433967,54;4587894,74;2.208.469.185;41.438.063.081
2020S002336    ;3;Sants-Montjuïc;15;Hostafrancs;114000;Espanya;0005 0005;Dijous;Dj;Laboral;2020;5;Maig;28;17;Tarda;Abast;428856,77;4580938,01;2.148.117.932;41.374.969.684
2020S002337    ;3;Sants-Montjuïc;15;Hostafrancs;169409;Corts Catalanes;0361 0371;Dijous;Dj;Laboral;2020;5;Maig;28;15;Tarda;Abast;428831,97;4580872,86;2.147.829.048;41.374.380.705
2020S002338    ;2;Eixample;9;la Nova Esquerra de l'Eixample;18505;Aragó;0057 0057;Dijous;Dj;Laboral;2020;5;Maig;28;15;Tarda;Atropellament;428942,65;4581541,58;2.149.074.009;41.380.413.428
2020S002339    ;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;9402;Alacant;0013 0013;Dijous;Dj;Laboral;2020;5;Maig;28;17;Tarda;Xoc contra element estàtic;427664,63;4583792,71;2.133.522.363;41.400.574.533
2020S002339    ;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;9402;Alacant;0013 0013;Dijous;Dj;Laboral;2020;5;Maig;28;17;Tarda;Abast;427664,63;4583792,71;2.133.522.363;41.400.574.533
2020S002340    ;3;Sants-Montjuïc;14;la Font de la Guatlla;301903;Sant Germà;0018 0018;Dijous;Dj;Laboral;2020;5;Maig;28;15;Tarda;Xoc contra element estàtic;428724,3;4580575,5;2.146.576.618;41.371.692.949
2020S002341    ;10;Sant Martí;70;el Besòs i el Maresme;41100;Bernat Metge;0007B0007B;Dijous;Dj;Laboral;2020;5;Maig;28;18;Tarda;Col.lisió frontal;434129,16;4585843,69;2.210.627.214;41.419.603.121
2020S002342    ;4;Les Corts;19;les Corts;701433;Mig (Ascendent);320000;Dijous;Dj;Laboral;2020;5;Maig;28;19;Tarda;Abast;427354,46;4582898,6;2.129.919.513;41.392.493.671
2020S002342    ;4;Les Corts;19;les Corts;701433;Mig (Ascendent);320000;Dijous;Dj;Laboral;2020;5;Maig;28;19;Tarda;Col.lisió lateral;427354,46;4582898,6;2.129.919.513;41.392.493.671
2020S002343    ;5;Sarrià-Sant Gervasi;27;el Putxet i el Farró;143904;General Mitre;0253U0253U;Dijous;Dj;Laboral;2020;5;Maig;28;19;Tarda;Abast;428874,99;4584388,52;2.147.930.391;41.406.048.807
2020S002344    ;10;Sant Martí;71;Provençals del Poblenou;30409;Bac de Roda;0109X0109X;Dijous;Dj;Laboral;2020;5;Maig;28;21;Tarda;Abast;433493,88;4584562,41;2.203.166.724;41.408.010.614
2020S002345    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;18505;Aragó;0214 0216;Dijous;Dj;Laboral;2020;5;Maig;28;22;Nit;Col.lisió lateral;429862,12;4582405,47;2.159.969.098;41.388.274.931
2020S002346    ;2;Eixample;7;la Dreta de l'Eixample;148307;Gràcia;0056 0056;Dijous;Dj;Laboral;2020;5;Maig;28;21;Tarda;Col.lisió lateral;430276,3;4582883,16;2.164.867.506;4.139.261.336
2020S002347    ;2;Eixample;5;el Fort Pienc;197302;Marina;0103 0103;Divendres;Dv;Laboral;2020;5;Maig;29;9;Matí;Col.lisió lateral;432070,11;4583120,68;2.186.295.611;41.394.906.237
2020S002348    ;2;Eixample;6;la Sagrada Família;191204;Mallorca;0420 0420;Divendres;Dv;Laboral;2020;5;Maig;29;8;Matí;Atropellament;431171,17;4584068,35;2.175.435.721;4.140.336.513
2020S002349    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;70607;Casanova;0130 0132;Divendres;Dv;Laboral;2020;5;Maig;29;8;Matí;Caiguda interior vehicle;429447,23;4582425,97;2.155.004.801;41.388.423.264
2020S002350    ;8;Nou Barris;50;les Roquetes;360356;Vell de la Pedrera;0002X0004X;Divendres;Dv;Laboral;2020;5;Maig;29;11;Matí;Col.lisió lateral;431470,41;4588820,7;2.178.476.429;41.446.193.508
2020S002351    ;2;Eixample;9;la Nova Esquerra de l'Eixample;110803;Entença;0142 0142;Divendres;Dv;Laboral;2020;5;Maig;29;11;Matí;Col.lisió lateral;428776,48;4581768,81;2.147.060.208;4.138.244.531
2020S002352    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;23403;Aribau;0117 0117;Divendres;Dv;Laboral;2020;5;Maig;29;12;Matí;Abast;429508,67;4582710,99;2.155.706.411;41.390.995.732
2020S002353    ;2;Eixample;5;el Fort Pienc;197302;Marina;0137 0137;Divendres;Dv;Laboral;2020;5;Maig;29;14;Tarda;Col.lisió fronto-lateral;431847,78;4583352,9;2.183.610.199;41.396.978.955
2020S002354    ;6;Gràcia;29;el Coll;299801;Sant Eudald;0057 0057;Divendres;Dv;Laboral;2020;5;Maig;29;15;Tarda;Col.lisió fronto-lateral;428851,34;4585397,66;2.147.528.747;41.415.135.643
2020S002355    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;23403;Aribau;0013 0013;Divendres;Dv;Laboral;2020;5;Maig;29;16;Tarda;Col.lisió lateral;430028,51;4582178,88;2.161.985.241;41.386.248.606
2020S002356    ;7;Horta-Guinardó;37;el Carmel;185700;Llobregós;0090 0090;Divendres;Dv;Laboral;2020;5;Maig;29;17;Tarda;Atropellament;429702,44;4586509;2.157.582.484;41.425.220.002
2020S002357    ;6;Gràcia;29;el Coll;306805;Sant Marià;0010 0010;Divendres;Dv;Laboral;2020;5;Maig;29;18;Tarda;Caiguda (dues rodes);428951,7;4585713,25;2.148.692.415;41.417.986.922
2020S002358    ;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;144601;Diagonal;0538 0538;Divendres;Dv;Laboral;2020;5;Maig;29;19;Tarda;Abast;429165,67;4583133,11;2.151.554.711;41.394.767.467
2020S002359    ;7;Horta-Guinardó;35;el Guinardó;365702;Mare de Déu de Montserrat;0189 0189;Divendres;Dv;Laboral;2020;5;Maig;29;15;Tarda;Caiguda (dues rodes);430980,88;4585925,48;2.172.947.433;41.420.075.359
2020S002360    ;4;Les Corts;20;la Maternitat i Sant Ramon;144601;Diagonal;0649 0651;Divendres;Dv;Laboral;2020;5;Maig;29;20;Tarda;Col.lisió lateral;425960,02;4582013,56;2.113.349.923;41.384.395.273
2020S002361    ;2;Eixample;9;la Nova Esquerra de l'Eixample;169409;Corts Catalanes;0401 0401;Divendres;Dv;Laboral;2020;5;Maig;29;21;Tarda;Caiguda (dues rodes);429118,45;4581153,66;215.122.164;41.376.935.076
2020S002362    ;2;Eixample;7;la Dreta de l'Eixample;305100;Sant Joan;0067 0067;Divendres;Dv;Laboral;2020;5;Maig;29;22;Nit;Xoc contra element estàtic;430875,83;4583386,06;2.171.980.695;41.397.194.607
2020S002363    ;10;Sant Martí;67;la Vila Olímpica del Poblenou;62609;Icària;0135 0135;Dissabte;Ds;Laboral;2020;5;Maig;30;6;Matí;Col.lisió fronto-lateral;432827,63;4582583,12;2.195.415.889;41.390.128.237
2020S002364    ;3;Sants-Montjuïc;12;la Marina del Prat Vermell;180;A Zona Franca;0104 0106;Dissabte;Ds;Laboral;2020;5;Maig;30;9;Matí;Col.lisió lateral;428591,3;4577401,11;2.145.360.223;41.343.090.412
2020S002365    ;5;Sarrià-Sant Gervasi;22;Vallvidrera, el Tibidabo i les Planes;160007;Església;0055 0061;Dissabte;Ds;Laboral;2020;5;Maig;30;13;Matí;Xoc contra element estàtic;425442,47;4585819,22;2.106.691.739;41.418.623.229
2020S002366    ;2;Eixample;7;la Dreta de l'Eixample;144601;Diagonal;0361B0361B;Dissabte;Ds;Laboral;2020;5;Maig;30;15;Tarda;Col.lisió fronto-lateral;430142,33;4583396,68;21.632.059;41.397.226.834
2020S002367    ;-1;Desconegut;-1;Desconegut;-1;Desconegut;Desconegut;Dissabte;Ds;Laboral;2020;5;Maig;30;12;Matí;Xoc contra element estàtic;-1;-1;-148.857.643;-0.000009019
2020S002368    ;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;267907;Provençals;0001X0001X;Dissabte;Ds;Laboral;2020;5;Maig;30;15;Tarda;Col.lisió lateral;434358,08;4584060,53;2.213.559.921;41.403.561.378
2020S002369    ;2;Eixample;7;la Dreta de l'Eixample;268003;Provença;0290 0290;Dissabte;Ds;Laboral;2020;5;Maig;30;16;Tarda;Col.lisió lateral;429956,87;4583067,91;2.161.025.619;41.394.249.571
2020S002370    ;5;Sarrià-Sant Gervasi;23;Sarrià;28000;Augusta;0321X0321X;Dissabte;Ds;Laboral;2020;5;Maig;30;17;Tarda;Col.lisió fronto-lateral;426858,74;4583667,33;2.123.897.674;41.399.372.344
2020S002371    ;4;Les Corts;21;Pedralbes;115400;Esplugues;0077 0077;Dissabte;Ds;Laboral;2020;5;Maig;30;19;Tarda;Abast;425600,1;4582636,92;2.108.969.145;41.389.976.376
2020S002372    ;10;Sant Martí;68;el Poblenou;144601;Diagonal;0118X0118X;Dissabte;Ds;Laboral;2020;5;Maig;30;22;Nit;Atropellament;433450,82;4584469,06;2.202.661.854;41.407.166.269
2020S002373    ;6;Gràcia;31;la Vila de Gràcia;27302;Astúries;0052 0052;Diumenge;Dg;Laboral;2020;5;Maig;31;1;Nit;Col.lisió fronto-lateral;429478,52;4584139,14;2.155.179.387;41.403.855.933
2020S002374    ;9;Sant Andreu;61;la Sagrera;292507;Gran de la Sagrera;0058X0058X;Diumenge;Dg;Laboral;2020;5;Maig;31;9;Matí;Caiguda interior vehicle;432515,39;4586151,25;2.191.283.401;41.422.239.224
2020S002375    ;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;8501;Alfons XII;0054 0054;Dilluns;Dl;Laboral;2020;6;Juny;8;10;Matí;Col.lisió fronto-lateral;428908,15;4583677,27;2.148.410.655;4.139.964.578
2020S002376    ;8;Nou Barris;45;Porta;117609;Estudiant;0007 0007;Diumenge;Dg;Laboral;2020;5;Maig;31;15;Tarda;Col.lisió fronto-lateral;431304,15;4587351,1;2.176.653.436;41.432.943.143
2020S002377    ;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;322608;Selva de Mar;0001 0001;Dilluns;Dl;Laboral;2020;6;Juny;1;0;Nit;Xoc contra element estàtic;434442,84;4584162,4;2.214.562.827;41.404.485.818
