Numero_expedient;Codi_districte;Nom_districte;Codi_barri;Nom_barri;Codi_carrer;Nom_carrer;Num_postal_caption;Descripcio_dia_setmana;Dia_setmana;Descripcio_tipus_dia;NK_Any;Mes_any;Nom_mes;Dia_mes;Hora_dia;Descripcio_torn;Descripcio_tipus_accident;Coordenada_UTM_X;Coordenada_UTM_Y;Longitud;Latitud
2020S001519    ;3;Sants-Montjuïc;14;la Font de la Guatlla;169409;Corts Catalanes;0192 0192;Divendres;Dv;Laboral;2020;2;Febrer;28;14;Tarda;Abast;428246,71;4580227,58;2.140.907.511;41.368.516.893
2020S001520    ;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;112004;Escorial;0024 0024;Dijous;Dj;Laboral;2020;2;Febrer;27;20;Tarda;Abast;430068,26;4584431,71;2.162.200.296;41.406.542.554
2020S001521    ;10;Sant Martí;68;el Poblenou;700654;Litoral;0064 0068;Divendres;Dv;Laboral;2020;2;Febrer;28;16;Tarda;Abast;433683,78;4583042,15;2.205.605.198;41.394.333.702
2020S001522    ;7;Horta-Guinardó;35;el Guinardó;365702;Mare de Déu de Montserrat;0109 0109;Divendres;Dv;Laboral;2020;2;Febrer;28;16;Tarda;Col.lisió fronto-lateral;430604,99;4585458,2;2.168.503.381;41.415.834.337
2020S001523    ;6;Gràcia;28;Vallcarca i els Penitents;701268;Dalt (Llobregat);970000;Divendres;Dv;Laboral;2020;2;Febrer;28;14;Tarda;Abast;428110,63;4585605,7;2.138.641.819;41.416.943.417
2020S001524    ;2;Eixample;6;la Sagrada Família;18505;Aragó;0475 0475;Divendres;Dv;Laboral;2020;2;Febrer;28;16;Tarda;Encalç;431528,36;4584085,61;2.179.706.621;41.403.551.103
2020S001525    ;5;Sarrià-Sant Gervasi;23;Sarrià;320908;Sarrià a Vallvidrera;0113 0113;Divendres;Dv;Laboral;2020;2;Febrer;28;17;Tarda;Caiguda (dues rodes);425916,14;4584548,47;2.112.514.883;41.407.222.024
2020S001526    ;2;Eixample;6;la Sagrada Família;18505;Aragó;0536 0536;Divendres;Dv;Laboral;2020;2;Febrer;28;16;Tarda;Col.lisió fronto-lateral;431830,64;4584335,13;2.183.294.513;41.405.824.158
2020S001527    ;2;Eixample;10;Sant Antoni;54509;Calàbria;0011 0011;Divendres;Dv;Laboral;2020;2;Febrer;28;16;Tarda;Col.lisió fronto-lateral;429867,99;4581003,33;2.160.201.669;4.137.564.681
2020S001528    ;1;Ciutat Vella;3;la Barceloneta;700813;Doctor Aiguader;0078 0078;Divendres;Dv;Laboral;2020;2;Febrer;28;18;Tarda;Col.lisió fronto-lateral;432560,74;4581935,43;2.192.296.022;4.138.427.231
2020S001528    ;1;Ciutat Vella;3;la Barceloneta;700813;Doctor Aiguader;0078 0078;Divendres;Dv;Laboral;2020;2;Febrer;28;18;Tarda;Col.lisió frontal;432560,74;4581935,43;2.192.296.022;4.138.427.231
2020S001529    ;7;Horta-Guinardó;33;el Baix Guinardó;6608;Alcalde de Móstoles;0050 0050;Divendres;Dv;Laboral;2020;2;Febrer;28;20;Tarda;Col.lisió lateral;430355,52;4584968,05;2.165.575.012;41.411.398.135
2020S001530    ;1;Ciutat Vella;2;el Barri Gòtic;177101;Laietana;0003 0003;Divendres;Dv;Laboral;2020;2;Febrer;28;19;Tarda;Abast;431586,95;4581732,67;2.180.673.445;41.382.363.837
2020S001531    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;41507;Besalú;0039 0039;Dijous;Dj;Laboral;2020;2;Febrer;27;19;Tarda;Caiguda (dues rodes);431875,98;4585203,07;2.183.739.141;41.413.645.274
2020S001532    ;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;161407;Indústria;0085 0085;Divendres;Dv;Laboral;2020;2;Febrer;28;19;Tarda;Abast;430670,6;4584358,5;2.169.414.456;41.405.935.379
2020S001533    ;9;Sant Andreu;63;Navas;209900;Meridiana;0248 0248;Divendres;Dv;Laboral;2020;2;Febrer;28;20;Tarda;Atropellament;432170,87;4585607,25;2.187.221.954;41.417.310.557
2020S001534    ;3;Sants-Montjuïc;14;la Font de la Guatlla;169409;Corts Catalanes;0198 0198;Divendres;Dv;Laboral;2020;2;Febrer;28;22;Nit;Caiguda (dues rodes);428294,96;4580274,97;2.141.478.776;41.368.948.021
2020S001535    ;9;Sant Andreu;61;la Sagrera;292507;Gran de la Sagrera;0098 0100;Divendres;Dv;Laboral;2020;2;Febrer;28;19;Tarda;Caiguda (dues rodes);432510,5;4586327,52;2.191.205.204;41.423.826.422
2020S001536    ;10;Sant Martí;71;Provençals del Poblenou;42306;Bilbao;0120X0120X;Divendres;Dv;Laboral;2020;2;Febrer;28;22;Nit;Col.lisió lateral;433114,74;4584408,58;219.864.796;41.406.593.632
2020S001537    ;3;Sants-Montjuïc;11;el Poble-sec;198804;Paral·lel;0121 0121;Divendres;Dv;Laboral;2020;2;Febrer;28;23;Nit;Col.lisió lateral;429895,54;4580909,81;2.160.541.914;41.374.806.906
2020S001538    ;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;344101;Gràcia;0295 0297;Dissabte;Ds;Laboral;2020;2;Febrer;29;0;Nit;Caiguda (dues rodes);430319,15;4584380,57;2.165.207.571;41.406.103.752
2020S001539    ;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;32700;Balmes;0335 0337;Dissabte;Ds;Laboral;2020;2;Febrer;29;2;Nit;Altres;428468,16;4584071,12;2.143.101.097;41.403.153.991
2020S001540    ;3;Sants-Montjuïc;16;la Bordeta;169409;Corts Catalanes;0247 0247;Dissabte;Ds;Laboral;2020;2;Febrer;29;11;Matí;Atropellament;428357,62;4580408,55;2.142.212.147;41.370.156.713
2020S001541    ;2;Eixample;9;la Nova Esquerra de l'Eixample;18505;Aragó;0041 0041;Dissabte;Ds;Laboral;2020;2;Febrer;29;12;Matí;Col.lisió fronto-lateral;428886,09;4581486,26;2.148.404.153;4.137.991.018
2020S001542    ;8;Nou Barris;49;Canyelles;701267;Dalt (Besòs);1390000;Dissabte;Ds;Laboral;2020;2;Febrer;29;9;Matí;Abast;430704,85;4588448,47;2.169.355.207;41.442.775.221
2020S001543    ;2;Eixample;5;el Fort Pienc;225500;Nàpols;0042 0042;Dissabte;Ds;Laboral;2020;2;Febrer;29;12;Matí;Col.lisió fronto-lateral;431743,53;4582916,38;2.182.412.469;41.393.038.496
2020S001544    ;6;Gràcia;29;el Coll;230000;Mare de Déu del Coll;0070 0070;Dissabte;Ds;Laboral;2020;2;Febrer;29;3;Nit;Col.lisió lateral;428856,66;4585636,54;2.147.564.289;41.417.287.612
2020S001545    ;7;Horta-Guinardó;43;Horta;352507;Vall d'Hebron;0209 0209;Divendres;Dv;Laboral;2020;2;Febrer;28;8;Matí;Abast;429405,45;4588011,51;2.153.853.017;41.438.726.439
2020S001545    ;7;Horta-Guinardó;43;Horta;352507;Vall d'Hebron;0209 0209;Divendres;Dv;Laboral;2020;2;Febrer;28;8;Matí;Atropellament;429405,45;4588011,51;2.153.853.017;41.438.726.439
2020S001546    ;3;Sants-Montjuïc;17;Sants - Badal;30602;Badal;0133 0133;Dissabte;Ds;Laboral;2020;2;Febrer;29;13;Matí;Atropellament;427435,75;4580745,04;2.131.149.801;41.373.104.728
2020S001547    ;8;Nou Barris;44;Vilapicina i la Torre Llobeta;194406;Maragall;0248 0250;Dissabte;Ds;Laboral;2020;2;Febrer;29;16;Tarda;Col.lisió lateral;430925,03;4586659,77;2.172.195.236;41.426.684.048
2020S001548    ;2;Eixample;7;la Dreta de l'Eixample;148307;Gràcia;0059 0059;Dissabte;Ds;Laboral;2020;2;Febrer;29;17;Tarda;Atropellament;430181,98;4582892,43;2.163.738.332;41.392.688.665
2020S001549    ;4;Les Corts;19;les Corts;162002;Josep Tarradellas;0139S0139S;Dissabte;Ds;Laboral;2020;2;Febrer;29;15;Tarda;Col.lisió lateral;428489;4582639,93;2.143.519.506;41.390.265.659
2020S001550    ;9;Sant Andreu;57;la Trinitat Vella;314100;Santa Coloma;0125 0125;Dissabte;Ds;Laboral;2020;2;Febrer;29;20;Tarda;Xoc contra element estàtic;433342,14;4589119,6;2.200.848.628;41.449.043.299
2020S001551    ;3;Sants-Montjuïc;14;la Font de la Guatlla;169409;Corts Catalanes;0320 0320;Dissabte;Ds;Laboral;2020;2;Febrer;29;18;Tarda;Abast;428766,3;4580736,49;2.147.059.865;41.373.146.653
2020S001552    ;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;289105;Rosselló;0415B0415B;Dissabte;Ds;Laboral;2020;2;Febrer;29;18;Tarda;Abast;430863,08;4584178,55;2.171.737.633;41.404.331.215
2020S001553    ;2;Eixample;7;la Dreta de l'Eixample;74506;Catalunya;0074 0074;Dissabte;Ds;Laboral;2020;2;Febrer;29;17;Tarda;Col.lisió lateral;430055,25;4582836,93;2.162.229.003;41.392.177.777
2020S001554    ;2;Eixample;10;Sant Antoni;349207;Universitat;9999 9999;Dissabte;Ds;Laboral;2020;2;Febrer;29;19;Tarda;Caiguda (dues rodes);430201,14;4582101,46;2.164.058.686;41.385.566.314
2020S001555    ;9;Sant Andreu;59;el Bon Pastor;701357;Potosí;0002 0004;Dissabte;Ds;Laboral;2020;2;Febrer;29;21;Tarda;Atropellament;433127,01;4588397,43;2.198.353.339;41.442.521.047
2020S001556    ;7;Horta-Guinardó;39;Sant Genís dels Agudells;148409;Sant Cugat;0269 0269;Diumenge;Dg;Laboral;2020;3;Març;1;0;Nit;Abast;427687,36;4587189,36;2.133.388.003;41.431.168.742
2020S001557    ;10;Sant Martí;68;el Poblenou;346800;Poblenou;0032 0032;Diumenge;Dg;Laboral;2020;3;Març;1;10;Matí;Atropellament;433546,64;4583585,65;2.203.905.207;41.399.217.549
2020S001558    ;2;Eixample;9;la Nova Esquerra de l'Eixample;268003;Provença;0001 0005;Diumenge;Dg;Laboral;2020;3;Març;1;13;Matí;Atropellament;428451,42;4581620,35;2.143.190.526;41.381.079.326
2020S001559    ;8;Nou Barris;52;la Prosperitat;120807;Favència;0362X0362X;Diumenge;Dg;Laboral;2020;3;Març;1;13;Matí;Abast multiple;431661,55;4588797,08;2.180.767.102;41.445.997.075
2020S001560    ;7;Horta-Guinardó;39;Sant Genís dels Agudells;148409;Sant Cugat;0170 0172;Diumenge;Dg;Laboral;2020;3;Març;1;17;Tarda;Bolcada (més de dues rodes);427164,69;4586817,59;212.717.784;4.142.777.313
2020S001561    ;2;Eixample;6;la Sagrada Família;18505;Aragó;0477 0477;Diumenge;Dg;Laboral;2020;3;Març;1;20;Tarda;Abast;431563,95;4584109,78;218.012.963;41.403.771.827
2020S001562    ;6;Gràcia;31;la Vila de Gràcia;206403;Gran de Gràcia;0208 0208;Diumenge;Dg;Laboral;2020;3;Març;1;20;Tarda;Col.lisió fronto-lateral;429215,18;4584146,24;2.152.028.372;41.403.896.724
2020S001563    ;2;Eixample;7;la Dreta de l'Eixample;32700;Balmes;0060 0060;Diumenge;Dg;Laboral;2020;3;Març;1;20;Tarda;Col.lisió lateral;430069,35;4582551,28;2.162.430.642;41.389.606.247
2020S001564    ;3;Sants-Montjuïc;18;Sants;172403;Joan Güell;0085 0085;Diumenge;Dg;Laboral;2020;3;Març;1;22;Nit;Col.lisió fronto-lateral;427575,85;4581486,24;2.132.736.327;41.379.793.068
2020S001565    ;7;Horta-Guinardó;37;el Carmel;101201;Doctor Bové;0186 0188;Diumenge;Dg;Laboral;2020;3;Març;1;23;Nit;Xoc contra element estàtic;429757,18;4585868,03;2.158.312.016;41.419.451.821
2020S001566    ;3;Sants-Montjuïc;11;el Poble-sec;86902;Nou de la Rambla;0161 0161;Dilluns;Dl;Laboral;2020;3;Març;2;3;Nit;Xoc contra element estàtic;430455,32;4580615,4;2.167.269.073;41.372.203.836
2020S001567    ;3;Sants-Montjuïc;18;Sants;10503;Almeria;0020 0020;Dilluns;Dl;Laboral;2020;3;Març;2;4;Nit;Xoc contra element estàtic;428027,66;4580763,21;2.138.224.953;41.373.321.559
2020S001568    ;2;Eixample;7;la Dreta de l'Eixample;350308;València;0321 0321;Dilluns;Dl;Laboral;2020;3;Març;2;6;Matí;Abast multiple;430568,77;4583323,09;2.168.315.098;41.396.600.987
2020S001570    ;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;318804;Santaló;0104 0104;Dilluns;Dl;Laboral;2020;3;Març;2;9;Matí;Col.lisió lateral;428382,26;4583574,35;2.142.132.339;41.398.672.125
2020S001571    ;8;Nou Barris;48;la Guineueta;356905;Verdum;0055 0055;Dilluns;Dl;Laboral;2020;3;Març;2;10;Matí;Atropellament;431088,86;4587892,3;2.174.015.135;41.437.799.078
2020S001572    ;2;Eixample;6;la Sagrada Família;18505;Aragó;0518 0518;Dilluns;Dl;Laboral;2020;3;Març;2;10;Matí;Abast;431781,83;4584277,11;2.182.717.148;41.405.297.447
2020S001573    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;18505;Aragó;0163 0163;Dilluns;Dl;Laboral;2020;3;Març;2;9;Matí;Altres;429514,97;4582102,6;2.155.852.588;4.138.551.672
2020S001573    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;18505;Aragó;0163 0163;Dilluns;Dl;Laboral;2020;3;Març;2;9;Matí;Caiguda (dues rodes);429514,97;4582102,6;2.155.852.588;4.138.551.672
2020S001574    ;10;Sant Martí;67;la Vila Olímpica del Poblenou;62609;Icària;0189 0189;Dilluns;Dl;Laboral;2020;3;Març;2;12;Matí;Altres;433127,93;4582919,04;2.198.970.379;41.393.178.825
2020S001575    ;4;Les Corts;20;la Maternitat i Sant Ramon;343903;Corts;0078 0080;Dilluns;Dl;Laboral;2020;3;Març;2;10;Matí;Col.lisió fronto-lateral;426761,7;4581380,62;2.123.013.552;41.378.768.058
2020S001575    ;4;Les Corts;20;la Maternitat i Sant Ramon;343903;Corts;0078 0080;Dilluns;Dl;Laboral;2020;3;Març;2;10;Matí;Caiguda (dues rodes);426761,7;4581380,62;2.123.013.552;41.378.768.058
2020S001576    ;2;Eixample;6;la Sagrada Família;161407;Indústria;0120 0120;Dilluns;Dl;Laboral;2020;3;Març;2;12;Matí;Col.lisió lateral;430888,63;4584541,46;2.172.001.813;41.407.602.025
2020S001577    ;7;Horta-Guinardó;36;la Font d'en Fargues;220404;Montserrat de Casanovas;0214 0214;Diumenge;Dg;Laboral;2020;3;Març;1;22;Nit;Abast;429839,46;4586107,67;2.159.268.705;41.421.617.361
2020S001578    ;2;Eixample;7;la Dreta de l'Eixample;247659;Pau Claris;0159 0159;Dilluns;Dl;Laboral;2020;3;Març;2;14;Tarda;Abast;430183,21;4583167,29;2.163.721.338;41.395.164.347
2020S001579    ;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;144601;Diagonal;0191 0191;Dilluns;Dl;Laboral;2020;3;Març;2;14;Tarda;Col.lisió lateral;432554,12;4584160,82;2.191.968.862;41.404.315.258
2020S001580    ;2;Eixample;7;la Dreta de l'Eixample;148307;Gràcia;0072S0072S;Dilluns;Dl;Laboral;2020;3;Març;2;14;Tarda;Col.lisió fronto-lateral;430174,51;4582962,76;2.163.640.875;41.393.321.456
2020S001581    ;4;Les Corts;20;la Maternitat i Sant Ramon;84102;Collblanc;0162X0162X;Dilluns;Dl;Laboral;2020;3;Març;2;16;Tarda;Col.lisió fronto-lateral;425712,4;4581086,94;2.110.502.351;41.376.026.766
2020S001582    ;3;Sants-Montjuïc;11;el Poble-sec;198804;Paral·lel;0135 0137;Dilluns;Dl;Laboral;2020;3;Març;2;17;Tarda;Col.lisió lateral;429755,13;4580911,47;2.158.862.822;41.374.809.607
2020S001583    ;2;Eixample;10;Sant Antoni;54509;Calàbria;0081 0081;Dilluns;Dl;Laboral;2020;3;Març;2;18;Tarda;Col.lisió fronto-lateral;429531,15;4581335,9;2.156.135.297;41.378.612.721
2020S001584    ;4;Les Corts;21;Pedralbes;144601;Diagonal;0698 0698;Dilluns;Dl;Laboral;2020;3;Març;2;18;Tarda;Col.lisió fronto-lateral;425700,34;4582054,96;2.110.239.402;41.384.744.191
2020S001585    ;2;Eixample;7;la Dreta de l'Eixample;18505;Aragó;0229 0229;Dilluns;Dl;Laboral;2020;3;Març;2;18;Tarda;Abast;430035,64;4582619,69;216.201.957;41.390.219.461
2020S001586    ;9;Sant Andreu;63;Navas;209900;Meridiana;0248 0248;Dilluns;Dl;Laboral;2020;3;Març;2;19;Tarda;Caiguda interior vehicle;432170,87;4585607,25;2.187.221.954;41.417.310.557
2020S001587    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;350308;València;0176B0176B;Dilluns;Dl;Laboral;2020;3;Març;2;19;Tarda;Atropellament;429534,11;4582278,13;2.156.061.057;41.387.099.338
2020S001588    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;89004;Consell de Cent;0232 0232;Dilluns;Dl;Laboral;2020;3;Març;2;19;Tarda;Col.lisió lateral;429817,3;4582181,94;215.945.898;41.386.257.757
2020S001589    ;9;Sant Andreu;58;Baró de Viver;701497;B-10 (Llobregat);40000;Dilluns;Dl;Laboral;2020;3;Març;2;19;Tarda;Abast multiple;433346,77;4589084;2.200.907.985;41.448.723.046
2020S001590    ;3;Sants-Montjuïc;17;Sants - Badal;187207;Madrid;0122 0126;Dilluns;Dl;Laboral;2020;3;Març;2;21;Tarda;Col.lisió fronto-lateral;427242,62;4581402,58;2.128.761.632;41.379.009.495
2020S001591    ;3;Sants-Montjuïc;11;el Poble-sec;198804;Paral·lel;0153 0153;Dilluns;Dl;Laboral;2020;3;Març;2;21;Tarda;Col.lisió lateral;429613,7;4580913,34;2.157.171.511;41.374.814.085
2020S001592    ;7;Horta-Guinardó;33;el Baix Guinardó;152905;Guinardó;0030B0030B;Dilluns;Dl;Laboral;2020;3;Març;2;22;Nit;Abast;430243,82;4584996,8;2.164.235.335;41.411.647.384
2020S001593    ;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;701266;Litoral (Llobregat);680000;Dimarts;Dm;Laboral;2020;3;Març;3;7;Matí;Abast;434156,16;4583766,36;2.211.176.461;41.400.895.335
2020S001593    ;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;701266;Litoral (Llobregat);680000;Dimarts;Dm;Laboral;2020;3;Març;3;7;Matí;Caiguda (dues rodes);434156,16;4583766,36;2.211.176.461;41.400.895.335
2020S001594    ;2;Eixample;5;el Fort Pienc;169409;Corts Catalanes;0814 0814;Dimarts;Dm;Laboral;2020;3;Març;3;6;Matí;Abast;431857,14;4583752,58;2.183.677.147;41.400.579.551
2020S001595    ;2;Eixample;7;la Dreta de l'Eixample;268003;Provença;0275 0275;Dimarts;Dm;Laboral;2020;3;Març;3;11;Matí;Col.lisió fronto-lateral;430096,88;4583240,65;2.162.680.284;41.395.817.572
2020S001596    ;6;Gràcia;31;la Vila de Gràcia;123408;Lesseps;0004 0005;Dimarts;Dm;Laboral;2020;3;Març;3;10;Matí;Col.lisió lateral;429058,62;4584404,71;2.150.125.224;41.406.210.859
2020S001597    ;4;Les Corts;20;la Maternitat i Sant Ramon;144601;Diagonal;0649 0651;Dimarts;Dm;Laboral;2020;3;Març;3;10;Matí;Altres;425960,02;4582013,56;2.113.349.923;41.384.395.273
2020S001597    ;4;Les Corts;20;la Maternitat i Sant Ramon;144601;Diagonal;0649 0651;Dimarts;Dm;Laboral;2020;3;Març;3;10;Matí;Caiguda (dues rodes);425960,02;4582013,56;2.113.349.923;41.384.395.273
2020S001598    ;3;Sants-Montjuïc;18;Sants;138802;Galileu;0001 0003;Dimarts;Dm;Laboral;2020;3;Març;3;11;Matí;Xoc contra element estàtic;427828,79;4581083,29;2.135.808.981;41.376.186.585
2020S001599    ;4;Les Corts;20;la Maternitat i Sant Ramon;144601;Diagonal;0687 0687;Dimarts;Dm;Laboral;2020;3;Març;3;9;Matí;Col.lisió lateral;425387,6;4581831,03;2.106.527.004;41.382.698.393
2020S001600    ;3;Sants-Montjuïc;15;Hostafrancs;94809;Creu Coberta;0019 0019;Dimarts;Dm;Laboral;2020;3;Març;3;13;Matí;Col.lisió lateral;428811,48;4580948,93;2.147.575.111;41.375.064.029
2020S001601    ;8;Nou Barris;50;les Roquetes;701267;Dalt (Besòs);1440000;Dimarts;Dm;Laboral;2020;3;Març;3;19;Tarda;Abast multiple;431152,87;4588664,63;217.469.319;41.444.760.659
2020S001602    ;3;Sants-Montjuïc;13;la Marina de Port;369408;Zona Franca;0182 0184;Dimarts;Dm;Laboral;2020;3;Març;3;15;Tarda;Col.lisió fronto-lateral;428060,3;4579381,91;2.138.779.175;41.360.883.582
2020S001603    ;3;Sants-Montjuïc;13;la Marina de Port;169409;Corts Catalanes;0186 0186;Dimarts;Dm;Laboral;2020;3;Març;3;14;Tarda;Caiguda (dues rodes);428132,8;4580116,76;2.139.558.755;41.367.508.608
2020S001604    ;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;248403;Prats de Molló;0008 0008;Dimarts;Dm;Laboral;2020;3;Març;3;15;Tarda;Col.lisió fronto-lateral;427968,99;4583869,82;2.137.153.867;41.401.296.371
2020S001605    ;2;Eixample;5;el Fort Pienc;197302;Marina;0118 0118;Dimarts;Dm;Laboral;2020;3;Març;3;12;Matí;Xoc contra element estàtic;431994,25;4583276,1;2.185.370.795;41.396.299.646
2020S001606    ;9;Sant Andreu;60;Sant Andreu;701326;Fabra i Puig;0096 0096;Dimarts;Dm;Laboral;2020;3;Març;3;16;Tarda;Abast;432027,65;4587049,33;2.185.346.131;41.430.286.796
2020S001607    ;1;Ciutat Vella;2;el Barri Gòtic;177101;Laietana;0025 0025;Dimarts;Dm;Laboral;2020;3;Març;3;16;Tarda;Caiguda (dues rodes);431395,97;4581927,16;2.178.367.566;41.384.099.284
2020S001608    ;3;Sants-Montjuïc;12;la Marina del Prat Vermell;701483;Transversal 2;0018 0018;Dimarts;Dm;Laboral;2020;3;Març;3;18;Tarda;Col.lisió fronto-lateral;426126,94;4576506,05;211.601.709;41.334.806.607
2020S001609    ;8;Nou Barris;53;la Trinitat Nova;120807;Favència;0263 0271;Dimarts;Dm;Laboral;2020;3;Març;3;18;Tarda;Col.lisió lateral;431676,17;4588859,06;2.180.935.092;41.446.556.551
2020S001610    ;5;Sarrià-Sant Gervasi;23;Sarrià;701268;Dalt (Llobregat);670000;Dimarts;Dm;Laboral;2020;3;Març;3;17;Tarda;Col.lisió lateral;425990,82;4583630,98;2.113.520.509;41.398.965.496
2020S001611    ;2;Eixample;9;la Nova Esquerra de l'Eixample;169409;Corts Catalanes;0399 0399;Dimarts;Dm;Laboral;2020;3;Març;3;19;Tarda;Abast;429111,23;4581146,59;2.151.136.134;41.376.870.763
2020S001612    ;9;Sant Andreu;57;la Trinitat Vella;701267;Dalt (Besòs);1580000;Dimarts;Dm;Laboral;2020;3;Març;3;20;Tarda;Abast;432517,75;4588903,87;2.191.004.105;41.447.031.369
2020S001613    ;9;Sant Andreu;61;la Sagrera;209900;Meridiana;0298 0298;Dimarts;Dm;Laboral;2020;3;Març;3;18;Tarda;Caiguda interior vehicle;432177,73;4586200,64;2.187.237.452;41.422.655.614
2020S001614    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;169409;Corts Catalanes;0569 0569;Dimarts;Dm;Laboral;2020;3;Març;3;20;Tarda;Abast;429984,72;4582002,04;2.161.481.994;41.384.652.052
2020S001615    ;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;169409;Corts Catalanes;0874 0888;Dimarts;Dm;Laboral;2020;3;Març;3;23;Nit;Abast;432495,02;4584384,63;2.191.236.895;41.406.326.088
2020S001616    ;2;Eixample;6;la Sagrada Família;289105;Rosselló;0376 0376;Dimecres;Dc;Laboral;2020;3;Març;4;2;Nit;Col.lisió fronto-lateral;430913,43;4584188,97;2.172.338.759;41.404.429.395
2020S001617    ;2;Eixample;10;Sant Antoni;323203;Sepúlveda;0075 0075;Dimecres;Dc;Laboral;2020;3;Març;4;9;Matí;Caiguda interior vehicle;429569,87;4581367,01;2.156.594.686;4.137.889.631
2020S001618    ;3;Sants-Montjuïc;12;la Marina del Prat Vermell;701265;Litoral (Besòs);1780000;Dimecres;Dc;Laboral;2020;3;Març;4;9;Matí;Caiguda (dues rodes);426165,4;4577020,6;2.116.414.087;41.339.444.506
2020S001619    ;4;Les Corts;19;les Corts;343903;Corts;0332 0332;Dimecres;Dc;Laboral;2020;3;Març;4;8;Matí;Abast;428119,02;4582509,2;2.139.110.107;41.389.055.226
2020S001620    ;7;Horta-Guinardó;40;Montbau;701267;Dalt (Besòs);1120000;Dimecres;Dc;Laboral;2020;3;Març;4;10;Matí;Abast;428610,53;4587028,48;2.144.454.956;41.429.802.395
2020S001621    ;2;Eixample;5;el Fort Pienc;178308;Lepant;0143 0145;Dimecres;Dc;Laboral;2020;3;Març;4;10;Matí;Col.lisió fronto-lateral;431919,99;4583509,53;21.844.563;41.398.395.797
2020S001622    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;70607;Casanova;0056 0056;Dimecres;Dc;Laboral;2020;3;Març;4;11;Matí;Col.lisió fronto-lateral;429815,65;4582045,41;2.159.455.072;41.385.027.932
2020S001623    ;5;Sarrià-Sant Gervasi;24;les Tres Torres;701433;Mig (Ascendent);370000;Dimecres;Dc;Laboral;2020;3;Març;4;10;Matí;Caiguda interior vehicle;427712,49;4583219,59;2.134.163.315;41.395.416.978
2020S001624    ;9;Sant Andreu;59;el Bon Pastor;701266;Litoral (Llobregat);170000;Dimecres;Dc;Laboral;2020;3;Març;4;11;Matí;Abast multiple;433947,25;4587992,72;220.821.562;41.438.943.888
2020S001625    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;223606;Muntaner;0208 0208;Dimecres;Dc;Laboral;2020;3;Març;4;11;Matí;Atropellament;429108,44;4582960,01;2.150.890.472;41.393.203.371
2020S001626    ;4;Les Corts;21;Pedralbes;701434;Mig (Descendent);290000;Dimecres;Dc;Laboral;2020;3;Març;4;10;Matí;Abast;427191,8;4582645,72;2.128.004.471;41.390.201.367
2020S001627    ;2;Eixample;7;la Dreta de l'Eixample;268003;Provença;0258 0258;Dimecres;Dc;Laboral;2020;3;Març;4;11;Matí;Col.lisió fronto-lateral;429780,63;4582894,03;2.158.937.841;41.392.668.115
2020S001628    ;3;Sants-Montjuïc;11;el Poble-sec;198804;Paral·lel;0081 0081;Dimecres;Dc;Laboral;2020;3;Març;4;13;Matí;Col.lisió lateral;430399,33;4580900,2;2.166.566.903;41.374.764.105
