Número d expedient;Codi districte;Nom districte;Codi barri;Nom barri;Codi carrer;Nom carrer;Num postal caption;Descripció dia setmana;Dia setmana;Descripció tipus dia;NK Any;Mes de any;Nom mes;Dia de mes;Hora de dia;Descripció torn;Descripció causa vianant;Número de morts;Número de lesionats lleus;Número de lesionats greus;Número de víctimes;Número de vehicles implicats;Coordenada UTM (Y);Coordenada UTM (X)
2015S003431;2;Eixample;6;la Sagrada Família;289105;Rosselló;0493 0493;Dimecres;Dc;Laboral;2015;5;Maig;6;12;Matí;No és causa del  vianant;0;1;0;1;3;4584545,63;431243,36
2015S001554;2;Eixample;6;la Sagrada Família;161407;Indústria;0126 0126;Divendres;Dv;Laboral;2015;2;Febrer;27;23;Nit;No és causa del  vianant;0;1;0;1;1;4584594,42;430943,05
2015S009390;2;Eixample;6;la Sagrada Família;225500;Nàpols;0238 0242;Dijous;Dj;Laboral;2015;12;Desembre;10;20;Tarda;No és causa del  vianant;0;1;0;1;2;4583880,07;430825,24
2015S002151;2;Eixample;6;la Sagrada Família;268003;Provença;0460X0460X;Dissabte;Ds;Laboral;2015;3;Març;21;12;Matí;No és causa del  vianant;0;1;0;1;2;4584237,49;431153,38
2015S005411;2;Eixample;6;la Sagrada Família;-1;Desconegut;Desconegut;Dilluns;Dl;Laboral;2015;7;Juliol;13;16;Tarda;No és causa del  vianant;0;2;0;2;2;-1;-1
2015S008290;2;Eixample;6;la Sagrada Família;191204;Mallorca;0424 0432;Dimecres;Dc;Laboral;2015;11;Novembre;4;09;Matí;No és causa del  vianant;0;1;0;1;2;4584132,47;431236,98
2015S005199;2;Eixample;6;la Sagrada Família;197302;Marina;0216 0216;Dilluns;Dl;Laboral;2015;7;Juliol;6;15;Tarda;No és causa del  vianant;0;1;0;1;2;4583936,01;431368,90
2015S005063;2;Eixample;6;la Sagrada Família;18505;Aragó;0421 0421;Dimecres;Dc;Laboral;2015;7;Juliol;1;18;Tarda;No és causa del  vianant;0;1;0;1;2;4583841,89;431290,22
2015S004708;2;Eixample;6;la Sagrada Família;18505;Aragó;0427 0427;Dijous;Dj;Laboral;2015;6;Juny;18;15;Tarda;No és causa del  vianant;0;1;0;1;2;4583862,73;431311,64
2015S009775;2;Eixample;6;la Sagrada Família;73900;Castillejos;0312 0312;Dimecres;Dc;Laboral;2015;12;Desembre;23;00;Nit;No és causa del  vianant;0;1;0;1;2;4584684,34;431168,40
2015S005479;2;Eixample;6;la Sagrada Família;191204;Mallorca;0408 0408;Dijous;Dj;Laboral;2015;7;Juliol;16;14;Tarda;No és causa del  vianant;0;1;0;1;1;4584015,13;431117,04
2015S006203;2;Eixample;6;la Sagrada Família;197302;Marina;0221 0221;Divendres;Dv;Laboral;2015;8;Agost;14;08;Matí;No és causa del  vianant;0;1;0;1;2;4583916,51;431342,67
2015S008129;2;Eixample;6;la Sagrada Família;350308;València;0420 0420;Dijous;Dj;Laboral;2015;10;Octubre;29;13;Matí;No és causa del  vianant;0;1;0;1;1;4583906,54;431196,92
2015S009733;2;Eixample;6;la Sagrada Família;142300;Gaudí;0024 0024;Dimarts;Dm;Laboral;2015;12;Desembre;22;06;Matí;No és causa del  vianant;0;1;0;1;2;4584383,87;431112,75
2015S004818;2;Eixample;6;la Sagrada Família;268003;Provença;0465 0465;Dilluns;Dl;Laboral;2015;6;Juny;22;12;Matí;No és causa del  vianant;0;1;0;1;2;4584314,32;431200,21
2015S000101;2;Eixample;6;la Sagrada Família;144601;Diagonal;0312 0314;Dimarts;Dm;Laboral;2015;1;Gener;6;17;Tarda;No és causa del  vianant;0;1;0;1;2;4583792,95;431210,03
2015S008594;2;Eixample;6;la Sagrada Família;297001;Sant Antoni Maria Claret;0224 0224;Dissabte;Ds;Laboral;2015;11;Novembre;14;11;Matí;No és causa del  vianant;0;1;0;1;2;4584956,40;431121,89
2015S003986;2;Eixample;6;la Sagrada Família;297001;Sant Antoni Maria Claret;0242 0242;Dissabte;Ds;Laboral;2015;5;Maig;23;18;Tarda;No és causa del  vianant;0;2;0;2;2;4584998,51;431165,05
2015S007563;2;Eixample;6;la Sagrada Família;292201;Sagrada Família;0018 0018;Dijous;Dj;Laboral;2015;10;Octubre;8;15;Tarda;No és causa del  vianant;0;1;0;1;2;4583956,67;431057,42
2015S009069;2;Eixample;6;la Sagrada Família;90502;Còrsega;0557 0557;Diumenge;Dg;Laboral;2015;11;Novembre;29;19;Tarda;No és causa del  vianant;0;1;0;1;2;4584429,42;430929,37
2015S003300;2;Eixample;6;la Sagrada Família;325005;Sicília;0268 0268;Dijous;Dj;Laboral;2015;4;Abril;30;18;Tarda;No és causa del  vianant;0;1;0;1;2;4583774,70;431114,75
2015S005058;2;Eixample;5;el Fort Pienc;325005;Sicília;0089 0089;Dimecres;Dc;Laboral;2015;7;Juliol;1;13;Matí;No és causa del  vianant;0;1;0;1;2;4583130,49;431718,92
2015S009722;3;Sants-Montjuïc;11;el Poble Sec;329902;Tamarit;0072 0072;Dilluns;Dl;Laboral;2015;12;Desembre;21;19;Tarda;No és causa del  vianant;0;2;0;2;2;4580824,96;429429,56
2015S004638;2;Eixample;5;el Fort Pienc;89004;Consell de Cent;0513 0513;Dimarts;Dm;Laboral;2015;6;Juny;16;14;Tarda;No és causa del  vianant;0;1;0;1;2;4583753,05;431392,18
2015S004029;2;Eixample;5;el Fort Pienc;76807;Sardenya;0151 0151;Dilluns;Dl;Laboral;2015;5;Maig;25;10;Matí;No és causa del  vianant;0;2;0;2;2;4583326,44;431709,23
2015S006912;2;Eixample;5;el Fort Pienc;144601;Diagonal;0259 0259;Dilluns;Dl;Laboral;2015;9;Setembre;14;22;Nit;No és causa del  vianant;0;1;0;1;2;4583845,24;431540,87
2015S006597;2;Eixample;5;el Fort Pienc;178308;Lepant;0197 0197;Dimecres;Dc;Laboral;2015;9;Setembre;2;00;Nit;No és causa del  vianant;0;1;0;1;2;4583816,86;431622,01
2015S005900;2;Eixample;5;el Fort Pienc;178308;Lepant;0201 0201;Divendres;Dv;Laboral;2015;7;Juliol;31;15;Tarda;No és causa del  vianant;0;1;0;1;2;4583833,54;431605,66
2015S001780;2;Eixample;5;el Fort Pienc;169409;Corts Catalanes;0753B0753B;Dissabte;Ds;Laboral;2015;3;Març;7;14;Tarda;No és causa del  vianant;0;1;0;1;2;4583822,95;431846,36
2015S007941;2;Eixample;5;el Fort Pienc;169409;Corts Catalanes;0757I0757I;Dijous;Dj;Laboral;2015;10;Octubre;22;15;Tarda;No és causa del  vianant;0;1;0;1;2;4583886,88;431833,37
2015S002271;2;Eixample;5;el Fort Pienc;169409;Corts Catalanes;0751E0751E;Dimecres;Dc;Laboral;2015;3;Març;25;11;Matí;No és causa del  vianant;0;1;0;1;3;4583780,76;431803,14
2015S008983;2;Eixample;6;la Sagrada Família;268003;Provença;0503B0503B;Divendres;Dv;Laboral;2015;11;Novembre;27;11;Matí;No és causa del  vianant;0;0;0;0;2;4584498,27;431388,98
2015S007989;2;Eixample;5;el Fort Pienc;169409;Corts Catalanes;0712 0714;Divendres;Dv;Laboral;2015;10;Octubre;23;16;Tarda;Desobeir el senyal del semàfor;0;1;0;1;1;4583230,19;431314,13
2015S006646;2;Eixample;5;el Fort Pienc;169409;Corts Catalanes;0712 0714;Dijous;Dj;Laboral;2015;9;Setembre;3;21;Tarda;No és causa del  vianant;0;0;0;0;2;4583230,19;431314,13
2015S005065;2;Eixample;5;el Fort Pienc;225500;Nàpols;0125 0127;Dimecres;Dc;Laboral;2015;7;Juliol;1;20;Tarda;No és causa del  vianant;0;2;0;2;3;4583229,22;431429,65
2015S005822;2;Eixample;5;el Fort Pienc;286504;Roger de Flor;0101 0101;Dimarts;Dm;Laboral;2015;7;Juliol;28;18;Tarda;No és causa del  vianant;0;1;0;1;2;4583146,10;431324,57
2015S006288;2;Eixample;5;el Fort Pienc;178308;Lepant;0190 0190;Dimarts;Dm;Laboral;2015;8;Agost;18;23;Nit;No és causa del  vianant;0;2;0;2;2;4583738,22;431727,32
2015S007183;2;Eixample;5;el Fort Pienc;178308;Lepant;0190B0190B;Dijous;Dj;Laboral;2015;9;Setembre;24;08;Matí;No és causa del  vianant;0;2;0;2;3;4583745,03;431720,66
2015S003145;2;Eixample;5;el Fort Pienc;-1;Desconegut;Desconegut;Dissabte;Ds;Laboral;2015;4;Abril;25;21;Tarda;No és causa del  vianant;0;1;0;1;1;-1;-1
2015S002553;2;Eixample;5;el Fort Pienc;76807;Sardenya;0171 0171;Dilluns;Dl;Laboral;2015;4;Abril;6;13;Matí;No és causa del  vianant;0;2;0;2;2;4583414,92;431622,66
2015S006753;2;Eixample;5;el Fort Pienc;100800;Diputació;0418 0418;Dimarts;Dm;Laboral;2015;9;Setembre;8;08;Matí;No és causa del  vianant;0;1;0;1;2;4583624,57;431485,19
2015S005953;2;Eixample;5;el Fort Pienc;169409;Corts Catalanes;0730 0730;Dilluns;Dl;Laboral;2015;8;Agost;3;14;Tarda;No és causa del  vianant;0;1;0;1;2;4583327,88;431413,88
2015S007534;2;Eixample;5;el Fort Pienc;169409;Corts Catalanes;0744 0744;Dimecres;Dc;Laboral;2015;10;Octubre;7;17;Tarda;Desobeir el senyal del semàfor;0;1;0;1;1;4583396,58;431494,08
2015S004066;2;Eixample;5;el Fort Pienc;169409;Corts Catalanes;0741 0741;Dimarts;Dm;Laboral;2015;5;Maig;26;14;Tarda;No és causa del  vianant;0;2;0;2;2;4583566,18;431583,75
2015S001447;2;Eixample;5;el Fort Pienc;325005;Sicília;0208 0208;Dimecres;Dc;Laboral;2015;2;Febrer;25;08;Matí;No és causa del  vianant;0;1;0;1;2;4583451,87;431430,36
2015S000937;2;Eixample;5;el Fort Pienc;325005;Sicília;0208 0208;Divendres;Dv;Laboral;2015;2;Febrer;6;13;Matí;No és causa del  vianant;0;1;0;1;3;4583451,87;431430,36
2015S006231;2;Eixample;5;el Fort Pienc;169409;Corts Catalanes;0768 0768;Dissabte;Ds;Laboral;2015;8;Agost;15;20;Tarda;No és causa del  vianant;0;1;0;1;2;4583506,12;431596,19
2015S009776;2;Eixample;5;el Fort Pienc;169409;Corts Catalanes;0774 0774;Dimarts;Dm;Laboral;2015;12;Desembre;22;21;Tarda;No és causa del  vianant;0;1;0;1;1;4583529,16;431619,77
2015S001874;2;Eixample;5;el Fort Pienc;178308;Lepant;0159 0159;Dimecres;Dc;Laboral;2015;3;Març;11;12;Matí;No és causa del  vianant;0;2;0;2;2;4583600,48;431830,63
2015S005910;2;Eixample;5;el Fort Pienc;-1;Desconegut;Desconegut;Divendres;Dv;Laboral;2015;7;Juliol;31;22;Nit;No és causa del  vianant;0;1;0;1;2;-1;-1
2015S001931;2;Eixample;5;el Fort Pienc;-1;Desconegut;Desconegut;Divendres;Dv;Laboral;2015;3;Març;13;15;Tarda;No és causa del  vianant;0;1;0;1;2;-1;-1
2015S005235;2;Eixample;5;el Fort Pienc;144601;Diagonal;0289 0291;Dimarts;Dm;Laboral;2015;7;Juliol;7;16;Tarda;No és causa del  vianant;0;2;0;2;1;4583703,13;431101,33
2015S000212;3;Sants-Montjuïc;11;el Poble Sec;5401;Albareda;0020 0020;Diumenge;Dg;Laboral;2015;1;Gener;11;16;Tarda;No és causa del  vianant;0;0;0;0;2;4580802,38;430977,35
2015S005156;3;Sants-Montjuïc;11;el Poble Sec;218606;Montjuïc;0003 0003;Dissabte;Ds;Laboral;2015;7;Juliol;4;19;Tarda;No és causa del  vianant;0;2;0;2;2;4580586,87;430998,29
2015S008746;3;Sants-Montjuïc;11;el Poble Sec;257700;Piquer;0048 0048;Dijous;Dj;Laboral;2015;11;Novembre;19;13;Matí;No és causa del  vianant;0;1;0;1;2;4580774,10;430515,51
2015S005684;3;Sants-Montjuïc;11;el Poble Sec;257700;Piquer;0048 0048;Dijous;Dj;Laboral;2015;7;Juliol;23;16;Tarda;No és causa del  vianant;0;2;0;2;2;4580774,10;430515,51
2015S007625;3;Sants-Montjuïc;11;el Poble Sec;261004;Poeta Cabanyes;0001 0001;Dissabte;Ds;Laboral;2015;10;Octubre;10;20;Tarda;No és causa del  vianant;0;1;0;1;2;4580900,85;430360,43
2015S006163;3;Sants-Montjuïc;11;el Poble Sec;700025;Josep Carner;0035 0035;Dimecres;Dc;Laboral;2015;8;Agost;12;12;Matí;No és causa del  vianant;0;1;0;1;3;4580535,88;431068,44
2015S002615;3;Sants-Montjuïc;11;el Poble Sec;700025;Josep Carner;0035 0035;Dimecres;Dc;Laboral;2015;4;Abril;8;15;Tarda;No és causa del  vianant;0;0;0;0;2;4580535,88;431068,44
2015S002782;3;Sants-Montjuïc;11;el Poble Sec;700025;Josep Carner;0039 0039;Dimecres;Dc;Laboral;2015;4;Abril;15;07;Matí;No és causa del  vianant;0;1;0;1;2;4580505,19;431063,05
2015S003801;3;Sants-Montjuïc;11;el Poble Sec;700025;Josep Carner;0048 0048;Diumenge;Dg;Laboral;2015;5;Maig;17;02;Nit;No és causa del  vianant;0;2;0;2;2;4580533,18;431019,79
2015S004006;3;Sants-Montjuïc;11;el Poble Sec;218504;Montjuïc;0045 0045;Diumenge;Dg;Laboral;2015;5;Maig;24;13;Matí;No és causa del  vianant;0;1;0;1;1;4580073,74;430551,77
2015S009000;3;Sants-Montjuïc;11;el Poble Sec;701266;Litoral (Llobregat);001200000;Divendres;Dv;Laboral;2015;11;Novembre;27;16;Tarda;No és causa del  vianant;0;1;0;1;2;4579933,49;430813,12
2015S004253;3;Sants-Montjuïc;11;el Poble Sec;316809;Santa Madrona;0002 0002;Dimecres;Dc;Laboral;2015;6;Juny;3;12;Matí;No és causa del  vianant;0;0;0;0;2;4580086,25;429676,55
2015S001877;3;Sants-Montjuïc;11;el Poble Sec;316809;Santa Madrona;0024 0024;Dimecres;Dc;Laboral;2015;3;Març;11;14;Tarda;No és causa del  vianant;0;1;0;1;2;4580221,26;429601,13
2015S009625;3;Sants-Montjuïc;11;el Poble Sec;320453;Sardana;0001 0001;Dijous;Dj;Laboral;2015;12;Desembre;17;19;Tarda;No és causa del  vianant;0;1;0;1;1;4580150,07;430549,53
2015S006341;3;Sants-Montjuïc;12;la Marina del Prat Vermell;180;A Zona Franca;0055 0055;Divendres;Dv;Laboral;2015;8;Agost;21;17;Tarda;No és causa del  vianant;0;1;0;1;1;4576468,17;428089,95
2015S001682;3;Sants-Montjuïc;11;el Poble Sec;116402;Estadi;0000 0000;Dimecres;Dc;Laboral;2015;3;Març;4;14;Tarda;No és causa del  vianant;0;2;0;2;2;4580023,17;429016,83
2015S008821;3;Sants-Montjuïc;11;el Poble Sec;116402;Estadi;0002 0002;Diumenge;Dg;Laboral;2015;11;Novembre;22;12;Matí;No és causa del  vianant;0;1;0;1;2;4579968,91;428570,92
2015S009950;3;Sants-Montjuïc;11;el Poble Sec;213307;Miramar;0006 0006;Dimarts;Dm;Laboral;2015;12;Desembre;29;21;Tarda;No és causa del  vianant;0;1;0;1;5;4580227,00;429974,98
2015S005064;3;Sants-Montjuïc;11;el Poble Sec;213307;Miramar;0031 0041;Dimecres;Dc;Laboral;2015;7;Juliol;1;18;Tarda;No és causa del  vianant;0;2;0;2;2;4580268,71;430228,46
2015S000611;3;Sants-Montjuïc;11;el Poble Sec;118805;Exposició;0093 0093;Diumenge;Dg;Laboral;2015;1;Gener;25;13;Matí;No és causa del  vianant;0;1;0;1;1;4580524,21;429864,18
2015S009907;3;Sants-Montjuïc;12;la Marina del Prat Vermell;348500;Ulldecona;0098 0098;Dilluns;Dl;Laboral;2015;12;Desembre;28;15;Tarda;No és causa del  vianant;0;1;0;1;1;4578421,57;428417,35
2015S003146;3;Sants-Montjuïc;12;la Marina del Prat Vermell;116708;Estany;0002 0002;Dissabte;Ds;Laboral;2015;4;Abril;25;22;Nit;No és causa del  vianant;0;1;0;1;2;4578591,79;428301,10
2015S007114;3;Sants-Montjuïc;12;la Marina del Prat Vermell;700127;Major de Mercabarna;0128 0128;Dimarts;Dm;Laboral;2015;9;Setembre;22;03;Nit;No és causa del  vianant;0;1;0;1;1;4575862,30;425936,99
2015S004322;3;Sants-Montjuïc;12;la Marina del Prat Vermell;700127;Major de Mercabarna;0129 0129;Dijous;Dj;Laboral;2015;6;Juny;4;21;Tarda;No és causa del  vianant;0;1;0;1;2;4575745,38;425927,45
2015S002843;3;Sants-Montjuïc;12;la Marina del Prat Vermell;700128;Longitudinal 6;0001 0001;Dijous;Dj;Laboral;2015;4;Abril;16;17;Tarda;No és causa del  vianant;0;1;0;1;2;4576534,73;426134,90
2015S005510;3;Sants-Montjuïc;12;la Marina del Prat Vermell;370000;Número 1 Zona Franca;0002 0002;Divendres;Dv;Laboral;2015;7;Juliol;17;13;Matí;No és causa del  vianant;0;1;0;1;2;4577589,36;428574,66
2015S002415;3;Sants-Montjuïc;12;la Marina del Prat Vermell;370000;Número 1 Zona Franca;0002 0002;Dilluns;Dl;Laboral;2015;3;Març;30;17;Tarda;No és causa del  vianant;0;1;0;1;1;4577589,36;428574,66
2015S001772;3;Sants-Montjuïc;12;la Marina del Prat Vermell;374703;Número 50 Zona Franca;0018 0018;Dijous;Dj;Laboral;2015;3;Març;5;05;Nit;No és causa del  vianant;0;1;0;1;1;4576726,82;426564,05
2015S005043;3;Sants-Montjuïc;12;la Marina del Prat Vermell;375706;Número 60 Zona Franca;0001 0001;Dimarts;Dm;Laboral;2015;6;Juny;30;18;Tarda;No és causa del  vianant;0;3;0;3;2;4577363,57;428330,57
2015S000287;3;Sants-Montjuïc;12;la Marina del Prat Vermell;370203;Número 3 Zona Franca;0057 0057;Dimecres;Dc;Laboral;2015;1;Gener;14;11;Matí;No és causa del  vianant;0;1;0;1;2;4576382,55;427750,99
2015S004831;3;Sants-Montjuïc;12;la Marina del Prat Vermell;375706;Número 60 Zona Franca;0015 0015;Dilluns;Dl;Laboral;2015;6;Juny;22;14;Tarda;No és causa del  vianant;0;1;0;1;2;4577594,10;428438,98
2015S000686;3;Sants-Montjuïc;12;la Marina del Prat Vermell;375808;Número 61 Zona Franca;0002 0002;Dimecres;Dc;Laboral;2015;1;Gener;28;14;Tarda;No és causa del  vianant;0;1;0;1;2;4577414,73;428214,27
2015S006322;3;Sants-Montjuïc;12;la Marina del Prat Vermell;700121;Longitudinal 7;0136 0136;Dijous;Dj;Laboral;2015;8;Agost;20;17;Tarda;Altres;0;1;0;1;1;4575603,79;426277,11
2015S004334;3;Sants-Montjuïc;12;la Marina del Prat Vermell;370203;Número 3 Zona Franca;0067 0067;Divendres;Dv;Laboral;2015;6;Juny;5;13;Matí;No és causa del  vianant;0;2;0;2;2;4576497,73;427509,48
2015S002952;3;Sants-Montjuïc;12;la Marina del Prat Vermell;370203;Número 3 Zona Franca;0086 0106;Dilluns;Dl;Laboral;2015;4;Abril;20;12;Matí;No és causa del  vianant;0;1;0;1;2;4576838,73;426897,33
2015S003375;3;Sants-Montjuïc;12;la Marina del Prat Vermell;370305;Número 4 Zona Franca;0050 0050;Dilluns;Dl;Laboral;2015;5;Maig;4;13;Matí;No és causa del  vianant;0;1;0;1;2;4575837,10;427740,51
2015S007165;3;Sants-Montjuïc;12;la Marina del Prat Vermell;701265;Litoral (Besòs);001480000;Dimecres;Dc;Laboral;2015;9;Setembre;23;17;Tarda;No és causa del  vianant;0;1;0;1;4;4578173,61;428915,66
2015S003005;3;Sants-Montjuïc;12;la Marina del Prat Vermell;701265;Litoral (Besòs);0014E0000;Dimarts;Dm;Laboral;2015;4;Abril;21;20;Tarda;No és causa del  vianant;0;2;0;2;2;4578423,70;429595,67
2015S006209;3;Sants-Montjuïc;12;la Marina del Prat Vermell;701265;Litoral (Besòs);001550000;Divendres;Dv;Laboral;2015;8;Agost;14;13;Matí;No és causa del  vianant;0;1;0;1;2;4577849,21;428296,55
2015S002342;3;Sants-Montjuïc;12;la Marina del Prat Vermell;701265;Litoral (Besòs);001360000;Divendres;Dv;Laboral;2015;3;Març;27;14;Tarda;No és causa del  vianant;0;1;0;1;2;4578801,76;429896,18
2015S004079;3;Sants-Montjuïc;12;la Marina del Prat Vermell;701265;Litoral (Besòs);001700000;Dimarts;Dm;Laboral;2015;5;Maig;26;20;Tarda;No és causa del  vianant;0;1;0;1;2;4577222,83;426933,47
2015S002991;3;Sants-Montjuïc;12;la Marina del Prat Vermell;701481;Longitudinal 9;0055 0055;Dimarts;Dm;Laboral;2015;4;Abril;21;15;Tarda;No és causa del  vianant;0;1;1;2;3;4575969,39;426602,32
2015S004337;3;Sants-Montjuïc;12;la Marina del Prat Vermell;701266;Litoral (Llobregat);001140000;Divendres;Dv;Laboral;2015;6;Juny;5;16;Tarda;No és causa del  vianant;0;1;0;1;2;4580468,62;431084,26
2015S000743;3;Sants-Montjuïc;12;la Marina del Prat Vermell;701266;Litoral (Llobregat);001530000;Divendres;Dv;Laboral;2015;1;Gener;30;12;Matí;No és causa del  vianant;0;0;0;0;2;4578112,98;428721,64
2015S003301;3;Sants-Montjuïc;12;la Marina del Prat Vermell;701266;Litoral (Llobregat);001700000;Dijous;Dj;Laboral;2015;4;Abril;30;18;Tarda;No és causa del  vianant;0;1;0;1;2;4577361,60;427200,43
2015S009697;3;Sants-Montjuïc;13;la Marina de Port;137300;Foneria;0021 0023;Diumenge;Dg;Laboral;2015;12;Desembre;20;18;Tarda;No és causa del  vianant;0;1;0;1;1;4579298,56;427943,07
2015S007662;3;Sants-Montjuïc;13;la Marina de Port;169409;Corts Catalanes;0134 0134;Dimarts;Dm;Laboral;2015;10;Octubre;13;11;Matí;No és causa del  vianant;0;1;0;1;2;4579738,83;427770,71
2015S006103;3;Sants-Montjuïc;13;la Marina de Port;369102;Amnistia Internacional;0001X0001X;Diumenge;Dg;Laboral;2015;8;Agost;9;15;Tarda;No és causa del  vianant;0;1;0;1;2;4579467,07;427785,69
2015S001560;3;Sants-Montjuïc;13;la Marina de Port;369408;Zona Franca;0183 0183;Dissabte;Ds;Laboral;2015;2;Febrer;28;12;Matí;No és causa del  vianant;0;0;0;0;2;4579362,43;428023,23
2015S005071;3;Sants-Montjuïc;13;la Marina de Port;701391;Jane Addams;0014 0014;Dimecres;Dc;Laboral;2015;7;Juliol;1;20;Tarda;Creuar per fora pas de vianants;0;1;0;1;2;4579451,83;427824,90
2015S000998;3;Sants-Montjuïc;12;la Marina del Prat Vermell;701491;Transversal 11;0007 0007;Dilluns;Dl;Laboral;2015;2;Febrer;9;13;Matí;No és causa del  vianant;0;1;0;1;2;4575851,86;426029,48
2015S003404;3;Sants-Montjuïc;13;la Marina de Port;210309;Metal·lúrgia;0058 0058;Dimarts;Dm;Laboral;2015;5;Maig;5;14;Tarda;No és causa del  vianant;0;1;0;1;2;4578686,33;427557,22
2015S002625;3;Sants-Montjuïc;13;la Marina de Port;210309;Metal·lúrgia;0058 0058;Dijous;Dj;Laboral;2015;4;Abril;9;01;Nit;No és causa del  vianant;0;0;0;0;1;4578686,33;427557,22
2015S008760;3;Sants-Montjuïc;14;la Font de la Guatlla;198702;Francesc Ferrer i Guàrdia;0020 0020;Dijous;Dj;Laboral;2015;11;Novembre;19;22;Nit;No és causa del  vianant;0;2;0;2;1;4580348,80;428901,74
2015S003243;3;Sants-Montjuïc;13;la Marina de Port;230601;Mare de Déu de Port;0194 0194;Dimecres;Dc;Laboral;2015;4;Abril;29;12;Matí;No és causa del  vianant;0;1;0;1;2;4579255,93;428324,85
2015S001363;3;Sants-Montjuïc;13;la Marina de Port;322302;Segura;0002 0002;Dissabte;Ds;Laboral;2015;2;Febrer;21;21;Tarda;No és causa del  vianant;0;1;0;1;1;4579666,88;428291,46
2015S003758;3;Sants-Montjuïc;13;la Marina de Port;230601;Mare de Déu de Port;0152 0152;Divendres;Dv;Laboral;2015;5;Maig;15;20;Tarda;No és causa del  vianant;0;2;0;2;2;4579088,63;428462,95
2015S008374;3;Sants-Montjuïc;13;la Marina de Port;230601;Mare de Déu de Port;0156 0156;Divendres;Dv;Laboral;2015;11;Novembre;6;15;Tarda;No és causa del  vianant;0;1;0;1;2;4579211,20;428477,29
2015S004908;3;Sants-Montjuïc;13;la Marina de Port;369408;Zona Franca;0220 0220;Dijous;Dj;Laboral;2015;6;Juny;25;18;Tarda;No és causa del  vianant;0;1;0;1;2;4579539,80;427975,89
2015S009905;3;Sants-Montjuïc;13;la Marina de Port;126202;Física;0018 0018;Dilluns;Dl;Laboral;2015;12;Desembre;28;11;Matí;No és causa del  vianant;0;0;0;0;2;4579865,66;427902,04
2015S003381;3;Sants-Montjuïc;13;la Marina de Port;169409;Corts Catalanes;0140 0140;Dilluns;Dl;Laboral;2015;5;Maig;4;13;Matí;No és causa del  vianant;0;1;0;1;2;4579858,44;427871,64
2015S009994;3;Sants-Montjuïc;13;la Marina de Port;230601;Mare de Déu de Port;0413 0413;Dijous;Dj;Laboral;2015;12;Desembre;31;12;Matí;No és causa del  vianant;0;2;0;2;1;4579823,45;428074,40
2015S005147;3;Sants-Montjuïc;13;la Marina de Port;212406;Mineria;0041 0041;Dissabte;Ds;Laboral;2015;7;Juliol;4;13;Matí;No és causa del  vianant;0;1;0;1;2;4579963,52;428123,60
2015S009331;3;Sants-Montjuïc;15;Hostafrancs;94809;Creu Coberta;0075 0075;Dimecres;Dc;Laboral;2015;12;Desembre;9;11;Matí;No és causa del  vianant;0;1;0;1;2;4580955,06;428626,35
2015S004188;3;Sants-Montjuïc;15;Hostafrancs;246703;Rector Triadó;0046U0046U;Dissabte;Ds;Laboral;2015;5;Maig;30;14;Tarda;No és causa del  vianant;0;1;0;1;2;4581189,99;428517,13
2015S001923;3;Sants-Montjuïc;15;Hostafrancs;246703;Rector Triadó;0046U0046U;Divendres;Dv;Laboral;2015;3;Març;13;11;Matí;No és causa del  vianant;0;1;0;1;2;4581189,99;428517,13
2015S006834;3;Sants-Montjuïc;15;Hostafrancs;158209;Hostafrancs de Sió;0002 0006;Divendres;Dv;Laboral;2015;8;Agost;21;12;Matí;No és causa del  vianant;0;1;0;1;2;4580772,53;428529,03
2015S005225;3;Sants-Montjuïc;15;Hostafrancs;178807;Leiva;0033 0033;Dimarts;Dm;Laboral;2015;7;Juliol;7;11;Matí;No és causa del  vianant;0;1;0;1;2;4580816,14;428539,14
2015S005453;3;Sants-Montjuïc;14;la Font de la Guatlla;169409;Corts Catalanes;0320 0320;Dimecres;Dc;Laboral;2015;7;Juliol;15;14;Tarda;No és causa del  vianant;0;0;0;0;2;4580736,45;428766,65
2015S008002;3;Sants-Montjuïc;15;Hostafrancs;-1;Desconegut;Desconegut;Divendres;Dv;Laboral;2015;10;Octubre;23;21;Tarda;Desobeir el senyal del semàfor;0;0;1;1;1;-1;-1
2015S007921;3;Sants-Montjuïc;15;Hostafrancs;-1;Desconegut;Desconegut;Dimecres;Dc;Laboral;2015;10;Octubre;21;18;Tarda;No és causa del  vianant;0;1;0;1;1;-1;-1
2015S008276;3;Sants-Montjuïc;15;Hostafrancs;-1;Desconegut;Desconegut;Dimarts;Dm;Laboral;2015;11;Novembre;3;18;Tarda;No és causa del  vianant;0;1;0;1;1;-1;-1
2015S006987;3;Sants-Montjuïc;15;Hostafrancs;-1;Desconegut;Desconegut;Dijous;Dj;Laboral;2015;9;Setembre;17;09;Matí;No és causa del  vianant;0;0;0;0;1;-1;-1
2015S008949;3;Sants-Montjuïc;15;Hostafrancs;-1;Desconegut;Desconegut;Dijous;Dj;Laboral;2015;11;Novembre;26;13;Matí;Desobeir el senyal del semàfor;0;1;0;1;1;-1;-1
2015S002732;3;Sants-Montjuïc;15;Hostafrancs;310700;Sant Roc;0029 0029;Dilluns;Dl;Laboral;2015;4;Abril;13;12;Matí;No és causa del  vianant;0;2;0;2;1;4580866,24;428632,58
