,NUMERO EXPEDIENTE,TIPO ACCIDENTE
77766,2018S005905    ,Col.lisió lateral
77767,2018S005906    ,Caiguda (dues rodes)
77768,2018S005907    ,Abast
77769,2018S005908    ,Abast
77770,2018S005909    ,Atropellament
77771,2018S005910    ,Altres
77772,2018S005911    ,Atropellament
77773,2018S005912    ,Altres
77774,2018S005913    ,Col.lisió lateral
77775,2018S005914    ,Atropellament
77776,2018S005915    ,Col.lisió fronto-lateral
77777,2018S005916    ,Col.lisió frontal
77778,2018S005917    ,Abast
77779,2018S005918    ,Abast
77780,2018S005919    ,Atropellament
77781,2018S005920    ,Col.lisió fronto-lateral
77782,2018S005921    ,Abast
77783,2018S005922    ,Col.lisió lateral
77784,2018S005923    ,Col.lisió lateral
77785,2018S005924    ,Caiguda (dues rodes)
77786,2018S005925    ,Col.lisió lateral
77787,2018S005926    ,Col.lisió lateral
77788,2018S005927    ,Atropellament
77789,2018S005928    ,Abast
77790,2018S005929    ,Altres
77791,2018S005930    ,Xoc contra element estàtic
77792,2018S005931    ,Caiguda (dues rodes)
77793,2018S005932    ,Xoc contra element estàtic
77794,2018S005933    ,Col.lisió fronto-lateral
77795,2018S005934    ,Col.lisió lateral
77796,2018S005934    ,Caiguda (dues rodes)
77797,2018S005935    ,Col.lisió fronto-lateral
77798,2018S005936    ,Col.lisió lateral
77799,2018S005937    ,Caiguda (dues rodes)
77800,2018S005937    ,Col.lisió lateral
77801,2018S005938    ,Col.lisió fronto-lateral
77802,2018S005939    ,Col.lisió lateral
77803,2018S005940    ,Col.lisió lateral
77804,2018S005941    ,Caiguda interior vehicle
77805,2018S005942    ,Abast
77806,2018S005943    ,Caiguda interior vehicle
77807,2018S005944    ,Abast multiple
77808,2018S005945    ,Abast
77809,2018S005946    ,Abast
77810,2018S005947    ,Abast
77811,2018S005948    ,Caiguda interior vehicle
77812,2018S005949    ,Caiguda (dues rodes)
77813,2018S005950    ,Col.lisió fronto-lateral
77814,2018S005951    ,Col.lisió lateral
77815,2018S005952    ,Caiguda interior vehicle
77816,2018S005953    ,Col.lisió lateral
77817,2018S005954    ,Caiguda (dues rodes)
77818,2018S005955    ,Caiguda interior vehicle
77819,2018S005956    ,Abast
77820,2018S005957    ,Abast
77821,2018S005958    ,Abast
77822,2018S005959    ,Caiguda interior vehicle
77823,2018S005960    ,Caiguda interior vehicle
77824,2018S005961    ,Abast multiple
77825,2018S005962    ,Abast
77826,2018S005963    ,Col.lisió fronto-lateral
77827,2018S005964    ,Col.lisió lateral
77828,2018S005965    ,Col.lisió fronto-lateral
77829,2018S005966    ,Abast
77830,2018S005967    ,Abast
77831,2018S005968    ,Atropellament
77832,2018S005969    ,Col.lisió lateral
77833,2018S005970    ,Col.lisió lateral
77834,2018S005971    ,Col.lisió lateral
77835,2018S005972    ,Abast
77836,2018S005973    ,Caiguda (dues rodes)
77837,2018S005974    ,Col.lisió lateral
77838,2018S005975    ,Col.lisió fronto-lateral
77839,2018S005976    ,Atropellament
77840,2018S005977    ,Atropellament
77841,2018S005978    ,Caiguda (dues rodes)
77842,2018S005978    ,Col.lisió lateral
77843,2018S005979    ,Atropellament
77844,2018S005980    ,Atropellament
77845,2018S005981    ,Abast
77846,2018S005982    ,Atropellament
77847,2018S005983    ,Abast
77848,2018S005984    ,Col.lisió lateral
77849,2018S005984    ,Xoc contra element estàtic
77850,2018S005985    ,Col.lisió lateral
77851,2018S005986    ,Col.lisió fronto-lateral
77852,2018S005987    ,Abast
77853,2018S005988    ,Col.lisió lateral
77854,2018S005989    ,Col.lisió lateral
77855,2018S005990    ,Atropellament
77856,2018S005991    ,Atropellament
77857,2018S005992    ,Atropellament
77858,2018S005993    ,Caiguda interior vehicle
77859,2018S005993    ,Atropellament
77860,2018S005994    ,Atropellament
77861,2018S005995    ,Abast multiple
77862,2018S005996    ,Col.lisió fronto-lateral
77863,2018S005997    ,Atropellament
77864,2018S005998    ,Caiguda (dues rodes)
77865,2018S005999    ,Xoc contra element estàtic
77866,2018S006000    ,Abast
77867,2018S006001    ,Caiguda (dues rodes)
77868,2018S006003    ,Abast
77869,2018S006004    ,Abast
77870,2018S006005    ,Col.lisió fronto-lateral
77871,2018S006006    ,Col.lisió lateral
77872,2018S006007    ,Caiguda interior vehicle
77873,2018S006008    ,Xoc contra element estàtic
77874,2018S006009    ,Bolcada (més de dues rodes)
77875,2018S006010    ,Col.lisió lateral
77876,2018S006011    ,Col.lisió lateral
77877,2018S006012    ,Atropellament
77878,2018S006013    ,Altres
77879,2018S006014    ,Col.lisió lateral
77880,2018S006015    ,Abast multiple
77881,2018S006016    ,Atropellament
77882,2018S006017    ,Caiguda (dues rodes)
77883,2018S006018    ,Caiguda (dues rodes)
77884,2018S006019    ,Altres
77885,2018S006020    ,Col.lisió lateral
77886,2018S006021    ,Col.lisió fronto-lateral
77887,2018S006022    ,Abast multiple
77888,2018S006023    ,Caiguda (dues rodes)
77889,2018S006024    ,Altres
77890,2018S006025    ,Abast
77891,2018S006026    ,Abast
77892,2018S006026    ,Xoc contra element estàtic
77893,2018S006027    ,Abast
77894,2018S006028    ,Altres
77895,2018S006029    ,Caiguda (dues rodes)
77896,2018S006030    ,Xoc contra element estàtic
77897,2018S006030    ,Bolcada (més de dues rodes)
77898,2018S006031    ,Col.lisió fronto-lateral
77899,2018S006032    ,Xoc contra element estàtic
77900,2018S006033    ,Abast
77901,2018S006034    ,Altres
77902,2018S006035    ,Xoc contra element estàtic
77903,2018S006036    ,Abast multiple
77904,2018S006037    ,Abast
77905,2018S006038    ,Col.lisió lateral
77906,2018S006038    ,Col.lisió fronto-lateral
77907,2018S006039    ,Col.lisió fronto-lateral
77908,2018S006040    ,Col.lisió lateral
77909,2018S006041    ,Abast
77910,2018S006042    ,Col.lisió fronto-lateral
77911,2018S006043    ,Col.lisió fronto-lateral
77912,2018S006044    ,Abast
77913,2018S006045    ,Col.lisió fronto-lateral
77914,2018S006046    ,Col.lisió lateral
77915,2018S006047    ,Caiguda (dues rodes)
77916,2018S006048    ,Altres
77917,2018S006049    ,Atropellament
77918,2018S006049    ,Caiguda (dues rodes)
77919,2018S006050    ,Col.lisió lateral
77920,2018S006051    ,Xoc contra element estàtic
77921,2018S006052    ,Col.lisió fronto-lateral
77922,2018S006053    ,Xoc contra element estàtic
77923,2018S006054    ,Col.lisió lateral
77924,2018S006055    ,Col.lisió fronto-lateral
77925,2018S006056    ,Col.lisió fronto-lateral
77926,2018S006057    ,Abast
77927,2018S006058    ,Col.lisió fronto-lateral
77928,2018S006059    ,Col.lisió fronto-lateral
77929,2018S006060    ,Col.lisió fronto-lateral
77930,2018S006061    ,Col.lisió fronto-lateral
77931,2018S006062    ,Xoc contra element estàtic
77932,2018S006063    ,Caiguda (dues rodes)
77933,2018S006063    ,Col.lisió lateral
77934,2018S006064    ,Abast
77935,2018S006065    ,Caiguda (dues rodes)
77936,2018S006066    ,Col.lisió lateral
77937,2018S006067    ,Xoc contra element estàtic
77938,2018S006068    ,Xoc contra element estàtic
77939,2018S006069    ,Abast
77940,2018S006070    ,Xoc contra element estàtic
77941,2018S006071    ,Atropellament
77942,2018S006072    ,Col.lisió lateral
77943,2018S006073    ,Col.lisió fronto-lateral
77944,2018S006074    ,Abast
77945,2018S006075    ,Caiguda interior vehicle
77946,2018S006076    ,Col.lisió fronto-lateral
77947,2018S006077    ,Col.lisió lateral
77948,2018S006078    ,Abast
77949,2018S006079    ,Col.lisió lateral
77950,2018S006080    ,Atropellament
77951,2018S006081    ,Col.lisió fronto-lateral
77952,2018S006082    ,Abast
77953,2018S006083    ,Caiguda interior vehicle
77954,2018S006084    ,Abast multiple
77955,2018S006085    ,Col.lisió fronto-lateral
77956,2018S006086    ,Col.lisió fronto-lateral
77957,2018S006087    ,Col.lisió fronto-lateral
77958,2018S006088    ,Xoc contra element estàtic
77959,2018S006089    ,Atropellament
77960,2018S006090    ,Col.lisió lateral
77961,2018S006091    ,Altres
77962,2018S006093    ,Abast
77963,2018S006094    ,Atropellament
77964,2018S006095    ,Col.lisió fronto-lateral
77965,2018S006096    ,Col.lisió lateral
77966,2018S006097    ,Desconegut
77967,2018S006098    ,Col.lisió lateral
77968,2018S006099    ,Col.lisió lateral
77969,2018S006100    ,Col.lisió fronto-lateral
77970,2018S006101    ,Col.lisió fronto-lateral
77971,2018S006102    ,Col.lisió lateral
77972,2018S006103    ,Abast
77973,2018S006104    ,Col.lisió fronto-lateral
77974,2018S006105    ,Col.lisió fronto-lateral
77975,2018S006106    ,Col.lisió lateral
77976,2018S006107    ,Caiguda (dues rodes)
77977,2018S006108    ,Col.lisió fronto-lateral
77978,2018S006109    ,Xoc contra element estàtic
77979,2018S006110    ,Col.lisió fronto-lateral
77980,2018S006111    ,Col.lisió fronto-lateral
77981,2018S006112    ,Caiguda (dues rodes)
77982,2018S006112    ,Abast
77983,2018S006113    ,Col.lisió fronto-lateral
77984,2018S006114    ,Xoc contra element estàtic
77985,2018S006115    ,Col.lisió fronto-lateral
77986,2018S006116    ,Caiguda interior vehicle
77987,2018S006117    ,Col.lisió lateral
77988,2018S006118    ,Col.lisió lateral
77989,2018S006119    ,Abast
77990,2018S006120    ,Abast
77991,2018S006121    ,Altres
77992,2018S006122    ,Col.lisió lateral
77993,2018S006123    ,Abast multiple
77994,2018S006124    ,Atropellament
77995,2018S006125    ,Caiguda (dues rodes)
77996,2018S006126    ,Col.lisió fronto-lateral
77997,2018S006127    ,Col.lisió fronto-lateral
77998,2018S006128    ,Col.lisió lateral
77999,2018S006129    ,Abast multiple
78000,2018S006130    ,Col.lisió fronto-lateral
78001,2018S006131    ,Col.lisió lateral
78002,2018S006132    ,Col.lisió fronto-lateral
78003,2018S006133    ,Caiguda (dues rodes)
78004,2018S006134    ,Abast
78005,2018S006135    ,Xoc contra element estàtic
78006,2018S006136    ,Caiguda (dues rodes)
78007,2018S006137    ,Col.lisió lateral
78008,2018S006138    ,Xoc contra element estàtic
78009,2018S006139    ,Abast
78010,2018S006140    ,Altres
78011,2018S006141    ,Caiguda (dues rodes)
78012,2018S006142    ,Col.lisió fronto-lateral
78013,2018S006143    ,Col.lisió lateral
78014,2018S006144    ,Abast
78015,2018S006144    ,Col.lisió lateral
78016,2018S006145    ,Col.lisió lateral
78017,2018S006146    ,Caiguda (dues rodes)
78018,2018S006147    ,Abast
78019,2018S006148    ,Col.lisió fronto-lateral
78020,2018S006149    ,Col.lisió lateral
78021,2018S006150    ,Col.lisió lateral
78022,2018S006151    ,Col.lisió lateral
78023,2018S006152    ,Abast
78024,2018S006153    ,Abast
78025,2018S006154    ,Col.lisió lateral
78026,2018S006155    ,Atropellament
78027,2018S006156    ,Col.lisió fronto-lateral
78028,2018S006157    ,Caiguda (dues rodes)
78029,2018S006158    ,Abast
78030,2018S006159    ,Col.lisió fronto-lateral
78031,2018S006160    ,Abast
78032,2018S006161    ,Col.lisió lateral
78033,2018S006162    ,Xoc contra element estàtic
78034,2018S006163    ,Col.lisió lateral
78035,2018S006164    ,Col.lisió lateral
78036,2018S006165    ,Col.lisió fronto-lateral
78037,2018S006166    ,Encalç
78038,2018S006167    ,Abast
78039,2018S006168    ,Col.lisió lateral
78040,2018S006169    ,Caiguda (dues rodes)
78041,2018S006170    ,Col.lisió fronto-lateral
78042,2018S006171    ,Col.lisió lateral
78043,2018S006171    ,Abast
78044,2018S006172    ,Caiguda (dues rodes)
78045,2018S006172    ,Xoc contra element estàtic
78046,2018S006173    ,Abast
78047,2018S006174    ,Col.lisió lateral
78048,2018S006175    ,Col.lisió lateral
78049,2018S006176    ,Abast multiple
78050,2018S006177    ,Col.lisió lateral
78051,2018S006178    ,Altres
78052,2018S006179    ,Col.lisió lateral
78053,2018S006180    ,Col.lisió fronto-lateral
78054,2018S006181    ,Caiguda (dues rodes)
78055,2018S006181    ,Caiguda interior vehicle
78056,2018S006182    ,Col.lisió lateral
78057,2018S006183    ,Col.lisió lateral
78058,2018S006184    ,Atropellament
78059,2018S006185    ,Col.lisió fronto-lateral
78060,2018S006186    ,Abast
78061,2018S006187    ,Col.lisió fronto-lateral
78062,2018S006188    ,Col.lisió lateral
78063,2018S006189    ,Col.lisió lateral
78064,2018S006190    ,Col.lisió fronto-lateral
78065,2018S006190    ,Caiguda (dues rodes)
78066,2018S006191    ,Encalç
78067,2018S006191    ,Abast
78068,2018S006192    ,Col.lisió fronto-lateral
78069,2018S006193    ,Caiguda interior vehicle
78070,2018S006194    ,Abast multiple
78071,2018S006195    ,Caiguda (dues rodes)
78072,2018S006196    ,Abast
78073,2018S006197    ,Col.lisió lateral
78074,2018S006198    ,Atropellament
78075,2018S006199    ,Caiguda (dues rodes)
78076,2018S006200    ,Col.lisió fronto-lateral
78077,2018S006201    ,Caiguda (dues rodes)
78078,2018S006202    ,Abast
78079,2018S006203    ,Abast
78080,2018S006204    ,Abast multiple
78081,2018S006205    ,Col.lisió fronto-lateral
78082,2018S006206    ,Xoc contra element estàtic
78083,2018S006207    ,Caiguda (dues rodes)
78084,2018S006208    ,Col.lisió lateral
78085,2018S006209    ,Xoc contra element estàtic
78086,2018S006210    ,Abast
78087,2018S006211    ,Xoc contra element estàtic
78088,2018S006212    ,Col.lisió lateral
78089,2018S006213    ,Abast
78090,2018S006214    ,Caiguda (dues rodes)
78091,2018S006215    ,Abast multiple
78092,2018S006216    ,Col.lisió lateral
78093,2018S006216    ,Abast multiple
78094,2018S006217    ,Col.lisió fronto-lateral
78095,2018S006218    ,Col.lisió lateral
78096,2018S006219    ,Caiguda interior vehicle
78097,2018S006220    ,Col.lisió frontal
78098,2018S006221    ,Col.lisió lateral
78099,2018S006222    ,Abast
78100,2018S006223    ,Caiguda (dues rodes)
78101,2018S006224    ,Abast
78102,2018S006225    ,Col.lisió lateral
78103,2018S006226    ,Atropellament
78104,2018S006226    ,Xoc contra element estàtic
78105,2018S006227    ,Xoc contra element estàtic
78106,2018S006228    ,Col.lisió fronto-lateral
78107,2018S006229    ,Xoc amb animal a la calçada
78108,2018S006230    ,Caiguda (dues rodes)
78109,2018S006230    ,Col.lisió lateral
78110,2018S006231    ,Col.lisió lateral
78111,2018S006232    ,Abast
78112,2018S006233    ,Caiguda interior vehicle
78113,2018S006234    ,Col.lisió lateral
78114,2018S006235    ,Abast
78115,2018S006235    ,Xoc contra element estàtic
78116,2018S006236    ,Col.lisió lateral
78117,2018S006237    ,Col.lisió lateral
78118,2018S006238    ,Caiguda (dues rodes)
78119,2018S006239    ,Col.lisió lateral
78120,2018S006240    ,Atropellament
78121,2018S006241    ,Col.lisió fronto-lateral
78122,2018S006242    ,Col.lisió fronto-lateral
78123,2018S006243    ,Col.lisió fronto-lateral
78124,2018S006244    ,Abast
78125,2018S006245    ,Xoc contra element estàtic
78126,2018S006246    ,Caiguda (dues rodes)
78127,2018S006247    ,Abast
78128,2018S006248    ,Col.lisió fronto-lateral
78129,2018S006249    ,Atropellament
78130,2018S006249    ,Abast
78131,2018S006250    ,Col.lisió fronto-lateral
78132,2018S006251    ,Col.lisió lateral
78133,2018S006252    ,Col.lisió lateral
78134,2018S006253    ,Col.lisió fronto-lateral
78135,2018S006253    ,Col.lisió lateral
78136,2018S006254    ,Xoc contra element estàtic
78137,2018S006255    ,Atropellament
78138,2018S006256    ,Atropellament
78139,2018S006257    ,Col.lisió lateral
78140,2018S006258    ,Abast
78141,2018S006259    ,Col.lisió lateral
78142,2018S006260    ,Abast
78143,2018S006261    ,Col.lisió fronto-lateral
78144,2018S006262    ,Col.lisió fronto-lateral
78145,2018S006263    ,Xoc contra element estàtic
78146,2018S006264    ,Col.lisió lateral
78147,2018S006265    ,Caiguda interior vehicle
78148,2018S006266    ,Abast
78149,2018S006267    ,Caiguda interior vehicle
78150,2018S006268    ,Col.lisió frontal
78151,2018S006269    ,Caiguda interior vehicle
78152,2018S006270    ,Col.lisió fronto-lateral
78153,2018S006271    ,Col.lisió lateral
78154,2018S006272    ,Col.lisió lateral
78155,2018S006273    ,Col.lisió lateral
78156,2018S006274    ,Bolcada (més de dues rodes)
78157,2018S006274    ,Col.lisió fronto-lateral
78158,2018S006275    ,Col.lisió fronto-lateral
78159,2018S006276    ,Col.lisió fronto-lateral
78160,2018S006277    ,Atropellament
78161,2018S006278    ,Abast multiple
78162,2018S006279    ,Abast
78163,2018S006280    ,Caiguda interior vehicle
78164,2018S006281    ,Col.lisió lateral
78165,2018S006282    ,Caiguda (dues rodes)
78166,2018S006283    ,Abast
78167,2018S006284    ,Col.lisió lateral
78168,2018S006285    ,Atropellament
78169,2018S006286    ,Caiguda (dues rodes)
78170,2018S006287    ,Abast
78171,2018S006288    ,Col.lisió lateral
78172,2018S006289    ,Xoc contra element estàtic
78173,2018S006290    ,Col.lisió fronto-lateral
78174,2018S006291    ,Col.lisió lateral
78175,2018S006292    ,Col.lisió lateral
78176,2018S006293    ,Abast
78177,2018S006294    ,Col.lisió fronto-lateral
78178,2018S006295    ,Col.lisió lateral
78179,2018S006296    ,Col.lisió lateral
78180,2018S006297    ,Col.lisió fronto-lateral
78181,2018S006298    ,Col.lisió fronto-lateral
78182,2018S006299    ,Abast multiple
78183,2018S006300    ,Xoc contra element estàtic
78184,2018S006301    ,Abast multiple
78185,2018S006302    ,Caiguda (dues rodes)
78186,2018S006303    ,Col.lisió fronto-lateral
78187,2018S006304    ,Atropellament
78188,2018S006305    ,Col.lisió frontal
78189,2018S006306    ,Atropellament
78190,2018S006307    ,Col.lisió lateral
78191,2018S006308    ,Col.lisió lateral
78192,2018S006309    ,Atropellament
78193,2018S006310    ,Col.lisió frontal
78194,2018S006311    ,Col.lisió lateral
78195,2018S006312    ,Bolcada (més de dues rodes)
78196,2018S006313    ,Abast
78197,2018S006314    ,Xoc contra element estàtic
78198,2018S006315    ,Col.lisió lateral
78199,2018S006316    ,Col.lisió fronto-lateral
78200,2018S006317    ,Col.lisió lateral
78201,2018S006318    ,Col.lisió lateral
78202,2018S006319    ,Abast
78203,2018S006320    ,Col.lisió lateral
78204,2018S006321    ,Altres
78205,2018S006321    ,Col.lisió fronto-lateral
78206,2018S006321    ,Atropellament
78207,2018S006322    ,Col.lisió lateral
78208,2018S006323    ,Abast
78209,2018S006324    ,Abast
78210,2018S006325    ,Col.lisió fronto-lateral
78211,2018S006326    ,Col.lisió fronto-lateral
78212,2018S006327    ,Col.lisió lateral
78213,2018S006328    ,Abast
78214,2018S006329    ,Col.lisió fronto-lateral
78215,2018S006330    ,Atropellament
78216,2018S006331    ,Col.lisió lateral
78217,2018S006332    ,Col.lisió fronto-lateral
78218,2018S006333    ,Col.lisió fronto-lateral
78219,2018S006334    ,Xoc contra element estàtic
78220,2018S006335    ,Col.lisió fronto-lateral
78221,2018S006336    ,Col.lisió lateral
78222,2018S006337    ,Col.lisió lateral
78223,2018S006338    ,Col.lisió fronto-lateral
78224,2018S006339    ,Col.lisió lateral
78225,2018S006340    ,Atropellament
78226,2018S006341    ,Col.lisió frontal
78227,2018S006342    ,Col.lisió lateral
78228,2018S006343    ,Atropellament
78229,2018S006344    ,Col.lisió fronto-lateral
78230,2018S006345    ,Abast
78231,2018S006346    ,Caiguda (dues rodes)
78232,2018S006347    ,Abast
78233,2018S006348    ,Col.lisió lateral
78234,2018S006349    ,Xoc contra element estàtic
78235,2018S006350    ,Abast
78236,2018S006351    ,Col.lisió fronto-lateral
78237,2018S006352    ,Col.lisió fronto-lateral
78238,2018S006353    ,Xoc contra element estàtic
78239,2018S006354    ,Atropellament
78240,2018S006355    ,Abast
78241,2018S006356    ,Col.lisió lateral
78242,2018S006357    ,Caiguda (dues rodes)
78243,2018S006358    ,Abast
78244,2018S006359    ,Col.lisió lateral
78245,2018S006360    ,Col.lisió lateral
78246,2018S006361    ,Col.lisió lateral
78247,2018S006362    ,Xoc contra element estàtic
78248,2018S006363    ,Desconegut
78249,2018S006364    ,Atropellament
78250,2018S006365    ,Abast
78251,2018S006366    ,Xoc contra element estàtic
78252,2018S006367    ,Abast
78253,2018S006368    ,Col.lisió lateral
78254,2018S006369    ,Col.lisió fronto-lateral
78255,2018S006370    ,Col.lisió fronto-lateral
78256,2018S006371    ,Col.lisió fronto-lateral
78257,2018S006372    ,Abast
78258,2018S006373    ,Col.lisió fronto-lateral
78259,2018S006374    ,Abast
78260,2018S006375    ,Xoc contra element estàtic
78261,2018S006376    ,Col.lisió frontal
78262,2018S006376    ,Col.lisió fronto-lateral
78263,2018S006377    ,Abast
78264,2018S006378    ,Col.lisió lateral
78265,2018S006379    ,Xoc contra element estàtic
78266,2018S006380    ,Atropellament
78267,2018S006381    ,Col.lisió lateral
78268,2018S006382    ,Atropellament
78269,2018S006383    ,Col.lisió fronto-lateral
78270,2018S006384    ,Col.lisió lateral
78271,2018S006385    ,Abast multiple
78272,2018S006386    ,Col.lisió fronto-lateral
78273,2018S006387    ,Col.lisió fronto-lateral
78274,2018S006388    ,Caiguda interior vehicle
78275,2018S006389    ,Caiguda (dues rodes)
78276,2018S006390    ,Col.lisió lateral
78277,2018S006391    ,Abast
78278,2018S006392    ,Abast
78279,2018S006393    ,Col.lisió fronto-lateral
78280,2018S006394    ,Caiguda (dues rodes)
78281,2018S006395    ,Abast
78282,2018S006395    ,Caiguda (dues rodes)
78283,2018S006396    ,Atropellament
78284,2018S006397    ,Col.lisió lateral
78285,2018S006398    ,Col.lisió frontal
78286,2018S006399    ,Col.lisió fronto-lateral
78287,2018S006400    ,Abast
78288,2018S006401    ,Abast
78289,2018S006402    ,Col.lisió fronto-lateral
78290,2018S006403    ,Atropellament
78291,2018S006404    ,Abast
78292,2018S006405    ,Col.lisió fronto-lateral
78293,2018S006405    ,Caiguda (dues rodes)
78294,2018S006406    ,Caiguda (dues rodes)
78295,2018S006407    ,Xoc contra element estàtic
78296,2018S006408    ,Caiguda interior vehicle
78297,2018S006409    ,Encalç
78298,2018S006410    ,Altres
78299,2018S006411    ,Caiguda (dues rodes)
78300,2018S006412    ,Abast
78301,2018S006413    ,Col.lisió lateral
78302,2018S006414    ,Col.lisió lateral
78303,2018S006415    ,Col.lisió fronto-lateral
78304,2018S006416    ,Col.lisió lateral
78305,2018S006417    ,Col.lisió fronto-lateral
78306,2018S006418    ,Col.lisió fronto-lateral
78307,2018S006419    ,Xoc contra element estàtic
78308,2018S006420    ,Abast multiple
78309,2018S006421    ,Caiguda (dues rodes)
78310,2018S006422    ,Col.lisió lateral
78311,2018S006423    ,Xoc contra element estàtic
78312,2018S006424    ,Col.lisió fronto-lateral
78313,2018S006425    ,Col.lisió lateral
78314,2018S006426    ,Abast
78315,2018S006427    ,Col.lisió fronto-lateral
78316,2018S006428    ,Abast
78317,2018S006429    ,Col.lisió lateral
78318,2018S006430    ,Xoc contra element estàtic
78319,2018S006431    ,Col.lisió lateral
78320,2018S006432    ,Col.lisió fronto-lateral
78321,2018S006433    ,Abast
78322,2018S006434    ,Col.lisió lateral
78323,2018S006435    ,Caiguda interior vehicle
78324,2018S006436    ,Atropellament
78325,2018S006437    ,Col.lisió lateral
78326,2018S006438    ,Abast
78327,2018S006439    ,Col.lisió fronto-lateral
78328,2018S006440    ,Abast multiple
78329,2018S006441    ,Col.lisió fronto-lateral
78330,2018S006442    ,Abast multiple
78331,2018S006443    ,Abast
78332,2018S006444    ,Col.lisió lateral
78333,2018S006445    ,Atropellament
78334,2018S006446    ,Xoc contra element estàtic
78335,2018S006447    ,Atropellament
78336,2018S006448    ,Abast
78337,2018S006449    ,Abast
78338,2018S006450    ,Caiguda (dues rodes)
78339,2018S006450    ,Col.lisió lateral
78340,2018S006451    ,Caiguda (dues rodes)
78341,2018S006452    ,Caiguda (dues rodes)
78342,2018S006452    ,Col.lisió lateral
78343,2018S006453    ,Col.lisió lateral
78344,2018S006454    ,Atropellament
78345,2018S006455    ,Abast
78346,2018S006456    ,Xoc contra element estàtic
78347,2018S006457    ,Col.lisió lateral
78348,2018S006458    ,Col.lisió lateral
78349,2018S006459    ,Caiguda interior vehicle
78350,2018S006460    ,Abast
78351,2018S006461    ,Xoc contra element estàtic
78352,2018S006462    ,Abast
78353,2018S006463    ,Abast
78354,2018S006464    ,Col.lisió lateral
78355,2018S006465    ,Abast
78356,2018S006466    ,Caiguda (dues rodes)
78357,2018S006466    ,Xoc contra element estàtic
78358,2018S006467    ,Abast
78359,2018S006468    ,Caiguda (dues rodes)
78360,2018S006469    ,Xoc contra element estàtic
78361,2018S006470    ,Col.lisió fronto-lateral
78362,2018S006470    ,Col.lisió lateral
78363,2018S006471    ,Col.lisió lateral
78364,2018S006472    ,Caiguda (dues rodes)
78365,2018S006472    ,Col.lisió lateral
78366,2018S006473    ,Col.lisió lateral
78367,2018S006474    ,Col.lisió lateral
78368,2018S006475    ,Col.lisió lateral
78369,2018S006476    ,Abast
78370,2018S006477    ,Col.lisió fronto-lateral
78371,2018S006478    ,Abast
78372,2018S006478    ,Caiguda (dues rodes)
78373,2018S006479    ,Xoc contra element estàtic
78374,2018S006480    ,Col.lisió lateral
78375,2018S006481    ,Col.lisió fronto-lateral
78376,2018S006481    ,Col.lisió frontal
78377,2018S006482    ,Col.lisió fronto-lateral
78378,2018S006483    ,Col.lisió fronto-lateral
78379,2018S006484    ,Xoc contra element estàtic
78380,2018S006485    ,Xoc contra element estàtic
78381,2018S006486    ,Col.lisió lateral
78382,2018S006487    ,Xoc contra element estàtic
78383,2018S006488    ,Col.lisió fronto-lateral
78384,2018S006489    ,Col.lisió fronto-lateral
78385,2018S006490    ,Col.lisió fronto-lateral
78386,2018S006491    ,Col.lisió fronto-lateral
78387,2018S006492    ,Abast multiple
78388,2018S006493    ,Abast multiple
78389,2018S006494    ,Caiguda (dues rodes)
78390,2018S006494    ,Xoc contra element estàtic
78391,2018S006495    ,Col.lisió lateral
78392,2018S006496    ,Abast
78393,2018S006497    ,Col.lisió lateral
78394,2018S006498    ,Abast
78395,2018S006499    ,Xoc contra element estàtic
78396,2018S006500    ,Col.lisió fronto-lateral
78397,2018S006501    ,Xoc contra element estàtic
78398,2018S006502    ,Abast
78399,2018S006503    ,Abast
78400,2018S006504    ,Col.lisió lateral
78401,2018S006505    ,Atropellament
78402,2018S006506    ,Col.lisió fronto-lateral
78403,2018S006507    ,Caiguda (dues rodes)
78404,2018S006508    ,Col.lisió lateral
78405,2018S006509    ,Caiguda (dues rodes)
78406,2018S006510    ,Altres
78407,2018S006511    ,Atropellament
78408,2018S006512    ,Abast
78409,2018S006513    ,Caiguda (dues rodes)
78410,2018S006514    ,Xoc contra element estàtic
78411,2018S006514    ,Col.lisió fronto-lateral
78412,2018S006515    ,Caiguda (dues rodes)
78413,2018S006516    ,Col.lisió fronto-lateral
78414,2018S006517    ,Caiguda (dues rodes)
78415,2018S006518    ,Caiguda (dues rodes)
78416,2018S006519    ,Col.lisió fronto-lateral
78417,2018S006520    ,Col.lisió frontal
78418,2018S006521    ,Caiguda interior vehicle
78419,2018S006522    ,Atropellament
78420,2018S006523    ,Col.lisió fronto-lateral
78421,2018S006524    ,Atropellament
78422,2018S006525    ,Col.lisió lateral
78423,2018S006526    ,Encalç
78424,2018S006527    ,Col.lisió lateral
78425,2018S006528    ,Col.lisió fronto-lateral
78426,2018S006529    ,Col.lisió fronto-lateral
78427,2018S006530    ,Caiguda interior vehicle
78428,2018S006531    ,Abast
78429,2018S006532    ,Col.lisió lateral
78430,2018S006533    ,Col.lisió frontal
78431,2018S006534    ,Atropellament
78432,2018S006535    ,Col.lisió lateral
78433,2018S006536    ,Abast
78434,2018S006537    ,Atropellament
78435,2018S006538    ,Abast
78436,2018S006539    ,Col.lisió fronto-lateral
78437,2018S006540    ,Abast
78438,2018S006540    ,Col.lisió fronto-lateral
78439,2018S006541    ,Col.lisió lateral
78440,2018S006542    ,Abast multiple
78441,2018S006543    ,Caiguda (dues rodes)
