,NUMERO EXPEDIENTE,TIPO ACCIDENTE
61467,2017S009628    ,Atropellament
61468,2017S009314    ,Atropellament
61469,2017S000771    ,Col.lisió fronto-lateral
61470,2017S006975    ,Abast
61471,2017S003969    ,Col.lisió fronto-lateral
61472,2017S003556    ,Abast
61473,2017S008398    ,Abast
61474,2017S001615    ,Col.lisió lateral
61475,2017S000662    ,Col.lisió lateral
61476,2017S007241    ,Col.lisió fronto-lateral
61477,2017S003679    ,Abast
61478,2017S008457    ,Col.lisió lateral
61479,2017S003512    ,Col.lisió fronto-lateral
61480,2017S005877    ,Atropellament
61481,2017S003922    ,Abast
61482,2017S010089    ,Col.lisió fronto-lateral
61483,2017S008377    ,Abast
61484,2017S008606    ,Col.lisió fronto-lateral
61485,2017S008769    ,Atropellament
61486,2017S002396    ,Abast multiple
61487,2017S000727    ,Caiguda (dues rodes)
61488,2017S000057    ,Col.lisió frontal
61489,2017S007261    ,Col.lisió fronto-lateral
61490,2017S001691    ,Col.lisió lateral
61491,2017S003153    ,Abast
61492,2017S003654    ,Abast multiple
61493,2017S005168    ,Col.lisió fronto-lateral
61494,2017S002220    ,Col.lisió fronto-lateral
61495,2017S009029    ,Col.lisió lateral
61496,2017S001458    ,Abast
61497,2017S004943    ,Col.lisió lateral
61498,2017S004133    ,Col.lisió lateral
61499,2017S008284    ,Col.lisió fronto-lateral
61500,2017S003666    ,Xoc contra element estàtic
61501,2017S005371    ,Atropellament
61502,2017S002307    ,Col.lisió lateral
61503,2017S000112    ,Col.lisió fronto-lateral
61504,2017S000453    ,Caiguda (dues rodes)
61505,2017S000772    ,Col.lisió fronto-lateral
61506,2017S000832    ,Col.lisió lateral
61507,2017S008421    ,Col.lisió fronto-lateral
61508,2017S008784    ,Abast
61509,2017S002541    ,Abast
61510,2017S001015    ,Atropellament
61511,2017S003690    ,Col.lisió lateral
61512,2017S010336    ,Col.lisió lateral
61513,2017S003596    ,Abast
61514,2017S004776    ,Col.lisió lateral
61515,2017S006032    ,Col.lisió lateral
61516,2017S003190    ,Caiguda (dues rodes)
61517,2017S003601    ,Caiguda (dues rodes)
61518,2017S001543    ,Abast
61519,2017S008269    ,Col.lisió fronto-lateral
61520,2017S002474    ,Xoc contra element estàtic
61521,2017S007258    ,Col.lisió lateral
61522,2017S003409    ,Caiguda (dues rodes)
61523,2017S010642    ,Atropellament
61524,2017S009916    ,Caiguda (dues rodes)
61525,2017S010582    ,Col.lisió lateral
61526,2017S000615    ,Col.lisió lateral
61527,2017S010599    ,Col.lisió lateral
61528,2017S007452    ,Col.lisió lateral
61529,2017S004425    ,Xoc contra element estàtic
61530,2017S000145    ,Col.lisió fronto-lateral
61531,2017S002187    ,Bolcada (més de dues rodes)
61532,2017S009587    ,Col.lisió fronto-lateral
61533,2017S000260    ,Col.lisió lateral
61534,2017S010240    ,Caiguda (dues rodes)
61535,2017S003594    ,Atropellament
61536,2017S007833    ,Caiguda (dues rodes)
61537,2017S005999    ,Col.lisió lateral
61538,2017S008392    ,Abast multiple
61539,2017S002112    ,Altres
61540,2017S003607    ,Col.lisió lateral
61541,2017S005940    ,Col.lisió lateral
61542,2017S006166    ,Xoc contra element estàtic
61543,2017S009639    ,Abast
61544,2017S010068    ,Col.lisió lateral
61545,2017S001136    ,Col.lisió lateral
61546,2017S002451    ,Col.lisió fronto-lateral
61547,2017S010406    ,Abast multiple
61548,2017S009898    ,Caiguda (dues rodes)
61549,2017S003657    ,Caiguda (dues rodes)
61550,2017S004271    ,Abast
61551,2017S000338    ,Atropellament
61552,2017S001246    ,Col.lisió lateral
61553,2017S009099    ,Col.lisió fronto-lateral
61554,2017S004046    ,Atropellament
61555,2017S009332    ,Caiguda interior vehicle
61556,2017S003757    ,Atropellament
61557,2017S001034    ,Abast
61558,2017S007603    ,Abast
61559,2017S008976    ,Col.lisió lateral
61560,2017S010004    ,Abast
61561,2017S006677    ,Col.lisió fronto-lateral
61562,2017S003342    ,Col.lisió fronto-lateral
61563,2017S008847    ,Caiguda (dues rodes)
61564,2017S000641    ,Caiguda (dues rodes)
61565,2017S007737    ,Altres
61566,2017S003939    ,Col.lisió fronto-lateral
61567,2017S004637    ,Col.lisió lateral
61568,2017S006715    ,Abast
61569,2017S007102    ,Col.lisió fronto-lateral
61570,2017S002450    ,Col.lisió lateral
61571,2017S004881    ,Xoc contra element estàtic
61572,2017S001571    ,Caiguda (dues rodes)
61573,2017S001928    ,Xoc contra element estàtic
61574,2017S001122    ,Abast
61575,2017S010260    ,Abast
61576,2017S003303    ,Abast
61577,2017S006324    ,Xoc contra element estàtic
61578,2017S006183    ,Caiguda (dues rodes)
61579,2017S007591    ,Abast
61580,2017S010450    ,Caiguda interior vehicle
61581,2017S002178    ,Col.lisió fronto-lateral
61582,2017S010733    ,Xoc contra element estàtic
61583,2017S004143    ,Col.lisió lateral
61584,2017S004254    ,Atropellament
61585,2017S006040    ,Xoc contra element estàtic
61586,2017S000087    ,Atropellament
61587,2017S010479    ,Col.lisió fronto-lateral
61588,2017S007042    ,Abast
61589,2017S008339    ,Abast
61590,2017S008059    ,Xoc contra element estàtic
61591,2017S010459    ,Col.lisió lateral
61592,2017S007715    ,Caiguda (dues rodes)
61593,2017S001076    ,Xoc contra element estàtic
61594,2017S000451    ,Xoc contra element estàtic
61595,2017S008354    ,Xoc contra element estàtic
61596,2017S004796    ,Caiguda (dues rodes)
61597,2017S002045    ,Abast
61598,2017S007909    ,Caiguda (dues rodes)
61599,2017S005618    ,Altres
61600,2017S009421    ,Caiguda interior vehicle
61601,2017S006088    ,Bolcada (més de dues rodes)
61602,2017S001236    ,Abast
61603,2017S008463    ,Xoc contra element estàtic
61604,2017S004050    ,Abast
61605,2017S009169    ,Col.lisió lateral
61606,2017S006369    ,Col.lisió lateral
61607,2017S001274    ,Col.lisió fronto-lateral
61608,2017S008292    ,Col.lisió fronto-lateral
61609,2017S005632    ,Abast
61610,2017S003821    ,Col.lisió lateral
61611,2017S007810    ,Abast multiple
61612,2017S007944    ,Abast
61613,2017S003338    ,Abast
61614,2017S009219    ,Col.lisió lateral
61615,2017S008859    ,Caiguda interior vehicle
61616,2017S000462    ,Col.lisió fronto-lateral
61617,2017S007560    ,Caiguda (dues rodes)
61618,2017S008910    ,Col.lisió lateral
61619,2017S008607    ,Col.lisió fronto-lateral
61620,2017S008621    ,Col.lisió fronto-lateral
61621,2017S006957    ,Xoc contra element estàtic
61622,2017S007736    ,Altres
61623,2017S009014    ,Atropellament
61624,2017S004566    ,Col.lisió fronto-lateral
61625,2017S010488    ,Col.lisió fronto-lateral
61626,2017S009144    ,Atropellament
61627,2017S007584    ,Abast
61628,2017S007027    ,Abast
61629,2017S009517    ,Abast
61630,2017S002283    ,Abast
61631,2017S007623    ,Xoc contra element estàtic
61632,2017S007785    ,Xoc contra element estàtic
61633,2017S007770    ,Xoc contra element estàtic
61634,2017S001168    ,Atropellament
61635,2017S008557    ,Caiguda (dues rodes)
61636,2017S007364    ,Col.lisió fronto-lateral
61637,2017S006440    ,Xoc contra element estàtic
61638,2017S006399    ,Abast
61639,2017S002422    ,Atropellament
61640,2017S010217    ,Abast
61641,2017S009283    ,Col.lisió lateral
61642,2017S010575    ,Col.lisió lateral
61643,2017S003019    ,Xoc contra element estàtic
61644,2017S001592    ,Atropellament
61645,2017S002370    ,Caiguda (dues rodes)
61646,2017S003765    ,Caiguda (dues rodes)
61647,2017S008359    ,Caiguda (dues rodes)
61648,2017S009246    ,Col.lisió lateral
61649,2017S001243    ,Col.lisió fronto-lateral
61650,2017S007673    ,Caiguda interior vehicle
61651,2017S005480    ,Col.lisió lateral
61652,2017S007004    ,Col.lisió lateral
61653,2017S010464    ,Atropellament
61654,2017S002175    ,Caiguda (dues rodes)
61655,2017S003333    ,Caiguda (dues rodes)
61656,2017S006031    ,Col.lisió lateral
61657,2017S004863    ,Col.lisió lateral
61658,2017S007639    ,Atropellament
61659,2017S008943    ,Caiguda (dues rodes)
61660,2017S010179    ,Col.lisió lateral
61661,2017S008834    ,Atropellament
61662,2017S007620    ,Caiguda (dues rodes)
61663,2017S009181    ,Col.lisió fronto-lateral
61664,2017S000663    ,Atropellament
61665,2017S008139    ,Col.lisió fronto-lateral
61666,2017S008444    ,Caiguda (dues rodes)
61667,2017S002060    ,Col.lisió lateral
61668,2017S010103    ,Abast
61669,2017S000243    ,Abast
61670,2017S008321    ,Col.lisió fronto-lateral
61671,2017S000425    ,Col.lisió fronto-lateral
61672,2017S005910    ,Col.lisió fronto-lateral
61673,2017S007050    ,Col.lisió fronto-lateral
61674,2017S004679    ,Xoc contra element estàtic
61675,2017S000435    ,Abast
61676,2017S001547    ,Abast
61677,2017S000510    ,Col.lisió fronto-lateral
61678,2017S006423    ,Xoc contra element estàtic
61679,2017S004065    ,Abast
61680,2017S008383    ,Caiguda interior vehicle
61681,2017S009767    ,Col.lisió lateral
61682,2017S005968    ,Bolcada (més de dues rodes)
61683,2017S007459    ,Col.lisió lateral
61684,2017S001629    ,Xoc contra element estàtic
61685,2017S004442    ,Abast
61686,2017S008867    ,Abast
61687,2017S005629    ,Atropellament
61688,2017S008238    ,Caiguda (dues rodes)
61689,2017S009285    ,Caiguda interior vehicle
61690,2017S010001    ,Atropellament
61691,2017S004833    ,Col.lisió lateral
61692,2017S001245    ,Atropellament
61693,2017S001193    ,Atropellament
61694,2017S001183    ,Abast
61695,2017S002527    ,Abast
61696,2017S007658    ,Abast multiple
61697,2017S005138    ,Col.lisió lateral
61698,2017S002493    ,Altres
61699,2017S000527    ,Caiguda (dues rodes)
61700,2017S001519    ,Abast
61701,2017S003159    ,Col.lisió lateral
61702,2017S004842    ,Atropellament
61703,2017S001287    ,Col.lisió fronto-lateral
61704,2017S006093    ,Xoc contra element estàtic
61705,2017S000991    ,Abast multiple
61706,2017S010674    ,Col.lisió lateral
61707,2017S009089    ,Abast multiple
61708,2017S001339    ,Abast
61709,2017S010275    ,Col.lisió lateral
61710,2017S008927    ,Abast
61711,2017S007598    ,Col.lisió frontal
61712,2017S000028    ,Caiguda (dues rodes)
61713,2017S008876    ,Col.lisió fronto-lateral
61714,2017S010560    ,Atropellament
61715,2017S005041    ,Caiguda (dues rodes)
61716,2017S005891    ,Abast
61717,2017S000900    ,Col.lisió lateral
61718,2017S001495    ,Col.lisió lateral
61719,2017S005779    ,Atropellament
61720,2017S002498    ,Col.lisió fronto-lateral
61721,2017S006220    ,Atropellament
61722,2017S009037    ,Abast
61723,2017S010402    ,Caiguda interior vehicle
61724,2017S003081    ,Atropellament
61725,2017S007967    ,Col.lisió lateral
61726,2017S010577    ,Col.lisió fronto-lateral
61727,2017S001238    ,Atropellament
61728,2017S001914    ,Col.lisió lateral
61729,2017S004138    ,Xoc contra element estàtic
61730,2017S009681    ,Atropellament
61731,2017S009053    ,Caiguda interior vehicle
61732,2017S010698    ,Col.lisió lateral
61733,2017S008577    ,Caiguda interior vehicle
61734,2017S001077    ,Caiguda (dues rodes)
61735,2017S010226    ,Abast
61736,2017S000358    ,Atropellament
61737,2017S008520    ,Xoc contra element estàtic
61738,2017S009173    ,Caiguda interior vehicle
61739,2017S010209    ,Col.lisió lateral
61740,2017S007597    ,Col.lisió fronto-lateral
61741,2017S000833    ,Atropellament
61742,2017S001978    ,Caiguda interior vehicle
61743,2017S000239    ,Atropellament
61744,2017S000538    ,Caiguda (dues rodes)
61745,2017S008245    ,Caiguda (dues rodes)
61746,2017S003240    ,Col.lisió fronto-lateral
61747,2017S009306    ,Atropellament
61748,2017S008973    ,Abast
61749,2017S000646    ,Abast
61750,2017S007671    ,Col.lisió fronto-lateral
61751,2017S000692    ,Col.lisió lateral
61752,2017S003362    ,Col.lisió fronto-lateral
61753,2017S007911    ,Col.lisió lateral
61754,2017S003448    ,Abast
61755,2017S006049    ,Xoc contra element estàtic
61756,2017S007069    ,Atropellament
61757,2017S002511    ,Caiguda interior vehicle
61758,2017S001460    ,Atropellament
61759,2017S001513    ,Col.lisió fronto-lateral
61760,2017S010447    ,Col.lisió lateral
61761,2017S006152    ,Col.lisió fronto-lateral
61762,2017S002017    ,Abast
61763,2017S001368    ,Col.lisió lateral
61764,2017S005393    ,Abast
61765,2017S006344    ,Abast
61766,2017S007529    ,Col.lisió lateral
61767,2017S009257    ,Xoc contra element estàtic
61768,2017S003779    ,Col.lisió frontal
61769,2017S008501    ,Abast
61770,2017S004023    ,Abast
61771,2017S005519    ,Abast
61772,2017S000276    ,Caiguda (dues rodes)
61773,2017S000276    ,Col.lisió lateral
61774,2017S001749    ,Caiguda (dues rodes)
61775,2017S006809    ,Xoc contra element estàtic
61776,2017S010716    ,Col.lisió fronto-lateral
61777,2017S007233    ,Col.lisió frontal
61778,2017S004421    ,Caiguda (dues rodes)
61779,2017S006832    ,Atropellament
61780,2017S002016    ,Atropellament
61781,2017S001134    ,Caiguda interior vehicle
61782,2017S009860    ,Col.lisió lateral
61783,2017S006045    ,Abast
61784,2017S003049    ,Abast
61785,2017S009456    ,Abast
61786,2017S006255    ,Caiguda (dues rodes)
61787,2017S008236    ,Col.lisió frontal
61788,2017S008994    ,Col.lisió lateral
61789,2017S004987    ,Abast
61790,2017S009027    ,Col.lisió lateral
61791,2017S009506    ,Col.lisió lateral
61792,2017S001353    ,Col.lisió fronto-lateral
61793,2017S003123    ,Col.lisió lateral
61794,2017S003852    ,Abast
61795,2017S009043    ,Col.lisió fronto-lateral
61796,2017S001656    ,Xoc contra element estàtic
61797,2017S007202    ,Abast
61798,2017S007270    ,Xoc contra element estàtic
61799,2017S009981    ,Altres
61800,2017S002454    ,Atropellament
61801,2017S000550    ,Col.lisió fronto-lateral
61802,2017S008004    ,Col.lisió lateral
61803,2017S003130    ,Col.lisió fronto-lateral
61804,2017S008402    ,Caiguda interior vehicle
61805,2017S009380    ,Col.lisió frontal
61806,2017S003253    ,Col.lisió lateral
61807,2017S005289    ,Abast
61808,2017S007224    ,Col.lisió fronto-lateral
61809,2017S010433    ,Col.lisió fronto-lateral
61810,2017S007206    ,Abast
61811,2017S004262    ,Atropellament
61812,2017S000409    ,Caiguda interior vehicle
61813,2017S001285    ,Col.lisió fronto-lateral
61814,2017S005377    ,Abast
61815,2017S007317    ,Col.lisió lateral
61816,2017S006073    ,Atropellament
61817,2017S007678    ,Col.lisió fronto-lateral
61818,2017S003410    ,Xoc contra element estàtic
61819,2017S005732    ,Abast
61820,2017S007924    ,Col.lisió fronto-lateral
61821,2017S001942    ,Col.lisió fronto-lateral
61822,2017S006409    ,Col.lisió lateral
61823,2017S007914    ,Xoc contra element estàtic
61824,2017S004196    ,Abast
61825,2017S004974    ,Abast
61826,2017S003604    ,Abast
61827,2017S005799    ,Col.lisió lateral
61828,2017S010327    ,Atropellament
61829,2017S005427    ,Atropellament
61830,2017S007398    ,Abast
61831,2017S009013    ,Atropellament
61832,2017S008187    ,Atropellament
61833,2017S004642    ,Caiguda interior vehicle
61834,2017S006141    ,Abast
61835,2017S005417    ,Col.lisió fronto-lateral
61836,2017S002362    ,Atropellament
61837,2017S008872    ,Abast multiple
61838,2017S004330    ,Xoc contra element estàtic
61839,2017S004803    ,Xoc contra element estàtic
61840,2017S008803    ,Caiguda interior vehicle
61841,2017S007295    ,Abast
61842,2017S008084    ,Col.lisió lateral
61843,2017S006992    ,Xoc contra element estàtic
61844,2017S008024    ,Caiguda (dues rodes)
61845,2017S007244    ,Xoc contra element estàtic
61846,2017S003435    ,Col.lisió fronto-lateral
61847,2017S006558    ,Caiguda interior vehicle
61848,2017S008898    ,Caiguda interior vehicle
61849,2017S005719    ,Caiguda (dues rodes)
61850,2017S003497    ,Caiguda (dues rodes)
61851,2017S009523    ,Abast
61852,2017S010648    ,Col.lisió frontal
61853,2017S009947    ,Xoc contra element estàtic
61854,2017S009634    ,Col.lisió lateral
61855,2017S007248    ,Col.lisió lateral
61856,2017S005394    ,Col.lisió fronto-lateral
61857,2017S003847    ,Abast
61858,2017S009010    ,Abast
61859,2017S004692    ,Col.lisió fronto-lateral
61860,2017S007401    ,Abast
61861,2017S005332    ,Atropellament
61862,2017S002431    ,Abast
61863,2017S003608    ,Col.lisió lateral
61864,2017S003626    ,Col.lisió fronto-lateral
61865,2017S006125    ,Col.lisió fronto-lateral
61866,2017S004487    ,Abast
61867,2017S002275    ,Col.lisió lateral
61868,2017S003157    ,Col.lisió fronto-lateral
61869,2017S005734    ,Abast multiple
61870,2017S005276    ,Col.lisió lateral
61871,2017S004085    ,Abast
61872,2017S004396    ,Col.lisió fronto-lateral
61873,2017S007450    ,Col.lisió lateral
61874,2017S001564    ,Col.lisió fronto-lateral
61875,2017S003718    ,Abast
61876,2017S007665    ,Col.lisió lateral
61877,2017S002213    ,Col.lisió fronto-lateral
61878,2017S005306    ,Atropellament
61879,2017S002405    ,Col.lisió fronto-lateral
61880,2017S000355    ,Abast
61881,2017S003818    ,Col.lisió lateral
61882,2017S009804    ,Col.lisió lateral
61883,2017S000380    ,Col.lisió fronto-lateral
61884,2017S007451    ,Abast multiple
61885,2017S007541    ,Atropellament
61886,2017S007676    ,Abast
61887,2017S010331    ,Atropellament
61888,2017S010694    ,Col.lisió lateral
61889,2017S007054    ,Abast multiple
61890,2017S004604    ,Xoc contra element estàtic
61891,2017S010580    ,Abast
61892,2017S006653    ,Xoc contra element estàtic
61893,2017S007419    ,Abast
61894,2017S004923    ,Sortida de via amb xoc o col.lisió
61895,2017S004736    ,Col.lisió lateral
61896,2017S003820    ,Col.lisió lateral
61897,2017S003293    ,Altres
61898,2017S008113    ,Abast
61899,2017S004695    ,Abast
61900,2017S008608    ,Xoc contra element estàtic
61901,2017S009056    ,Abast
61902,2017S007510    ,Col.lisió fronto-lateral
61903,2017S008546    ,Abast
61904,2017S002135    ,Caiguda (dues rodes)
61905,2017S000115    ,Col.lisió lateral
61906,2017S000742    ,Col.lisió lateral
61907,2017S005838    ,Col.lisió lateral
61908,2017S000281    ,Abast
61909,2017S004766    ,Xoc contra element estàtic
61910,2017S009849    ,Abast
61911,2017S007047    ,Xoc contra element estàtic
61912,2017S005487    ,Col.lisió fronto-lateral
