"Número d'expedient","Codi districte","Nom districte","Codi barri","Nom barri","Codi carrer","Nom carrer","Num postal caption","Descripció dia setmana","Dia setmana","Descripció tipus dia","NK Any","Mes de any","Nom mes","Dia de mes","Hora de dia","Descripció causa vianant","Desc. Tipus vehicle implicat","Descripció sexe","Descripció tipus persona",Edat,"Descripció victimització","Coordenada UTM (Y)","Coordenada UTM (X)"
2015S002875,10,"Sant Martí",68,"el Poblenou",75702,"Carmen Amaya","0065 0065",Divendres,Dv,Laboral,2015,4,Abril,17,03,"No és causa del  vianant",Autobús,Dona,Passatger,39,"Ferit lleu","4582999,35","433378,04"
2015S008751,10,"Sant Martí",68,"el Poblenou",367504,"Doctor Trueta","0184 0184",Dijous,Dj,Laboral,2015,11,Novembre,19,05,"No és causa del  vianant",Motocicleta,Dona,Conductor,40,"Ferit lleu","4583348,06","433355,94"
2015S008817,10,"Sant Martí",71,"Provençals del Poblenou",701414,C-31,020830000,Diumenge,Dg,Laboral,2015,11,Novembre,22,05,"No és causa del  vianant",Motocicleta,Home,Conductor,36,Mort,"4585808,01","433936,57"
2015S005371,10,"Sant Martí",71,"Provençals del Poblenou",701414,C-31,020830000,Diumenge,Dg,Laboral,2015,7,Juliol,12,01,Altres,Turismo,Home,Conductor,72,"Ferit lleu","4585808,01","433936,57"
2015S006609,10,"Sant Martí",68,"el Poblenou",30500,Badajoz,0028A0028A,Dimecres,Dc,Laboral,2015,9,Setembre,2,12,"No és causa del  vianant",Ciclomotor,Home,Conductor,33,"Ferit lleu","4583183,46","433193,52"
2015S006844,10,"Sant Martí",68,"el Poblenou",183705,Llacuna,"0013 0013",Dimecres,Dc,Laboral,2015,9,Setembre,16,03,"No és causa del  vianant",Motocicleta,Home,Conductor,50,"Ferit lleu","4583316,84","433636,09"
2015S002330,10,"Sant Martí",68,"el Poblenou",30500,Badajoz,"0059 0059",Divendres,Dv,Laboral,2015,3,Març,27,05,"No és causa del  vianant",Turismo,Home,Conductor,52,"Ferit lleu","4583346,77","432997,21"
2015S007442,10,"Sant Martí",68,"el Poblenou",270901,Pujades,"0211 0211",Diumenge,Dg,Laboral,2015,10,Octubre,4,11,"No és causa del  vianant",Motocicleta,Dona,Conductor,47,"Ferit lleu","4584045,36","433438,75"
2015S005085,10,"Sant Martí",68,"el Poblenou",115603,Espronceda,"0131 0131",Dijous,Dj,Laboral,2015,7,Juliol,2,03,"No és causa del  vianant",Bicicleta,Dona,Conductor,33,"Ferit lleu","4584362,94","433498,62"
2015S009890,10,"Sant Martí",68,"el Poblenou",144601,Diagonal,0118X0118X,Diumenge,Dg,Laboral,2015,12,Desembre,27,08,"No és causa del  vianant",Motocicleta,Dona,Conductor,38,"Ferit lleu","4584469,72","433451,95"
2015S009384,10,"Sant Martí",68,"el Poblenou",701265,"Litoral (Besòs)",000760000,Dijous,Dj,Laboral,2015,12,Desembre,10,06,"No és causa del  vianant",Turismo,Dona,Passatger,38,"Ferit lleu","4583102,38","433705,19"
2015S000069,10,"Sant Martí",68,"el Poblenou",701265,"Litoral (Besòs)",000760000,Dilluns,Dl,Laboral,2015,1,Gener,5,03,"No és causa del  vianant",Turismo,Home,Conductor,33,"Ferit lleu","4583102,38","433705,19"
2015S009040,10,"Sant Martí",68,"el Poblenou",701265,"Litoral (Besòs)",000790000,Dissabte,Ds,Laboral,2015,11,Novembre,28,02,"No és causa del  vianant",Turismo,Home,Passatger,23,"Ferit lleu","4582893,36","433485,25"
2015S008529,10,"Sant Martí",68,"el Poblenou",701266,"Litoral (Llobregat)",000790000,Dijous,Dj,Laboral,2015,11,Novembre,12,08,"No és causa del  vianant",Turismo,Home,Conductor,37,"Ferit lleu","4582905,96","433473,30"
2015S002926,10,"Sant Martí",68,"el Poblenou",701266,"Litoral (Llobregat)",000790000,Diumenge,Dg,Laboral,2015,4,Abril,19,07,"No és causa del  vianant",Turismo,Dona,Passatger,21,"Ferit lleu","4582905,96","433473,30"
2015S005288,10,"Sant Martí",68,"el Poblenou",42306,Bilbao,"0067 0069",Dimecres,Dc,Laboral,2015,7,Juliol,8,10,"Desobeir el senyal del semàfor",Motocicleta,Home,Conductor,24,"Ferit lleu","4584016,39","433475,02"
2015S007573,10,"Sant Martí",68,"el Poblenou",186703,Llull,"0209 0209",Dijous,Dj,Laboral,2015,10,Octubre,8,08,"No és causa del  vianant",Autobús,Dona,Passatger,69,"Ferit lleu","4583905,03","433508,82"
2015S008427,10,"Sant Martí",68,"el Poblenou",270901,Pujades,0226B0226B,Dilluns,Dl,Laboral,2015,11,Novembre,9,12,"No és causa del  vianant",Taxi,Dona,Passatger,44,"Ferit lleu","4584017,84","433464,24"
2015S000904,10,"Sant Martí",68,"el Poblenou",330107,Tànger,0155X0155X,Dijous,Dj,Laboral,2015,2,Febrer,5,03,"No és causa del  vianant",Motocicleta,Home,Conductor,Desconegut,"Ferit lleu","4584241,29","432893,58"
2015S003374,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",30409,"Bac de Roda",0098X0098X,Dilluns,Dl,Laboral,2015,5,Maig,4,12,"No és causa del  vianant",Ciclomotor,Home,Conductor,25,"Ferit lleu","4584514,79","433571,61"
2015S001178,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",30409,"Bac de Roda",0098X0098X,Dilluns,Dl,Laboral,2015,2,Febrer,16,01,"No és causa del  vianant",Furgoneta,Home,Conductor,29,"Ferit lleu","4584514,79","433571,61"
2015S001178,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",30409,"Bac de Roda",0098X0098X,Dilluns,Dl,Laboral,2015,2,Febrer,16,01,"No és causa del  vianant",Turismo,Home,Conductor,53,"Ferit lleu","4584514,79","433571,61"
2015S001093,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",30409,"Bac de Roda",0098X0098X,Dijous,Dj,Laboral,2015,2,Febrer,12,01,"No és causa del  vianant",Turismo,Home,Passatger,24,"Ferit lleu","4584514,79","433571,61"
2015S009055,10,"Sant Martí",68,"el Poblenou",110009,"Ramon Turró",0239X0239X,Dissabte,Ds,Laboral,2015,11,Novembre,28,11,"No és causa del  vianant",Motocicleta,Home,Conductor,24,"Ferit lleu","4583876,49","433669,87"
2015S005374,10,"Sant Martí",68,"el Poblenou",115603,Espronceda,"0053 0053",Diumenge,Dg,Laboral,2015,7,Juliol,12,10,"No és causa del  vianant",Motocicleta,Dona,Conductor,60,"Ferit lleu","4584044,59","433811,80"
2015S001813,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",322608,"Selva de Mar","0001 0001",Dilluns,Dl,Laboral,2015,3,Març,9,05,"No és causa del  vianant",Bicicleta,Home,Conductor,64,"Ferit lleu","4584159,42","434440,08"
2015S002146,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",322608,"Selva de Mar",0001X0001X,Dissabte,Ds,Laboral,2015,3,Març,21,11,"No és causa del  vianant",Motocicleta,Home,Conductor,41,"Ferit lleu","4584169,95","434429,56"
2015S004260,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",322608,"Selva de Mar","0003 0003",Dimecres,Dc,Laboral,2015,6,Juny,3,05,"No és causa del  vianant",Turismo,Home,Vianant,22,"Ferit greu","4584201,13","434399,09"
2015S006661,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",169409,"Corts Catalanes","0848 0848",Divendres,Dv,Laboral,2015,9,Setembre,4,09,"No és causa del  vianant",Turismo,Dona,Conductor,43,"Ferit lleu","4584204,03","432311,05"
2015S005367,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",30409,"Bac de Roda","0005 0005",Dissabte,Ds,Laboral,2015,7,Juliol,11,08,"No és causa del  vianant",Turismo,Dona,Passatger,61,"Ferit lleu","4583921,74","434110,00"
2015S007478,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",322608,"Selva de Mar","0009 0009",Dimarts,Dm,Laboral,2015,10,Octubre,6,07,"No és causa del  vianant",Motocicleta,Home,Conductor,26,"Ferit lleu","4584297,20","434306,99"
2015S009670,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",700892,"Garcia Fària",0085X0085X,Dissabte,Ds,Laboral,2015,12,Desembre,19,01,"No és causa del  vianant",Turismo,Dona,Passatger,11,"Ferit lleu","4584374,43","434665,74"
2015S005034,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",701265,"Litoral (Besòs)",000630000,Dimarts,Dm,Laboral,2015,6,Juny,30,01,"No és causa del  vianant","Camión <= 3,5 Tm",Dona,Vianant,60,"Ferit lleu","4584107,85","434528,18"
2015S005376,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",701266,"Litoral (Llobregat)",000590000,Diumenge,Dg,Laboral,2015,7,Juliol,12,01,"No és causa del  vianant",Turismo,Dona,Passatger,22,"Ferit lleu","4584402,67","434803,19"
2015S006999,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",701266,"Litoral (Llobregat)",000600000,Dijous,Dj,Laboral,2015,9,Setembre,17,06,"No és causa del  vianant",Turismo,Dona,Passatger,0,"Ferit lleu","4584332,53","434731,89"
2015S006999,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",701266,"Litoral (Llobregat)",000600000,Dijous,Dj,Laboral,2015,9,Setembre,17,06,"No és causa del  vianant",Turismo,Home,Conductor,32,"Ferit lleu","4584332,53","434731,89"
2015S008836,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",701266,"Litoral (Llobregat)",000630000,Dilluns,Dl,Laboral,2015,11,Novembre,23,12,"No és causa del  vianant",Turismo,Home,Vianant,85,"Ferit lleu","4584120,29","434515,94"
2015S004422,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",701266,"Litoral (Llobregat)",000630000,Dilluns,Dl,Laboral,2015,6,Juny,8,04,"No és causa del  vianant",Motocicleta,Home,Passatger,41,"Ferit lleu","4584120,29","434515,94"
2015S002681,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",701266,"Litoral (Llobregat)",000630000,Dissabte,Ds,Laboral,2015,4,Abril,11,12,"No és causa del  vianant",Turismo,Dona,Conductor,23,"Ferit lleu","4584120,29","434515,94"
2015S000133,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",29206,Àvila,"0131 0131",Dijous,Dj,Laboral,2015,1,Gener,8,09,"No és causa del  vianant",Motocicleta,Home,Conductor,25,"Ferit lleu","4583682,24","432485,84"
2015S008699,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",29206,Àvila,"0160 0160",Dimecres,Dc,Laboral,2015,11,Novembre,18,12,"No és causa del  vianant",Motocicleta,Home,Conductor,30,"Ferit lleu","4583848,80","432354,07"
2015S001870,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",700654,Litoral,"0081 0081",Dimecres,Dc,Laboral,2015,3,Març,11,09,"No és causa del  vianant",Motocicleta,Home,Conductor,32,"Ferit lleu","4583949,58","434417,76"
2015S003793,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",30500,Badajoz,"0126 0128",Dissabte,Ds,Laboral,2015,5,Maig,16,06,"No és causa del  vianant",Motocicleta,Home,Conductor,25,"Ferit lleu","4583785,59","432609,98"
2015S003001,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",700892,"Garcia Fària",0014S0014S,Dimarts,Dm,Laboral,2015,4,Abril,21,06,"No és causa del  vianant",Motocicleta,Home,Conductor,27,"Ferit lleu","4583958,47","434326,15"
2015S004303,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",700892,"Garcia Fària","0021 0023",Dijous,Dj,Laboral,2015,6,Juny,4,01,"No és causa del  vianant",Turismo,Home,Conductor,20,"Ferit lleu","4583771,26","434056,97"
2015S003399,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",700892,"Garcia Fària",0037X0037X,Dimarts,Dm,Laboral,2015,5,Maig,5,11,"No és causa del  vianant",Bicicleta,Home,Conductor,12,"Ferit lleu","4583918,06","434226,64"
2015S007516,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",701278,Taulat,0261X0261X,Dimecres,Dc,Laboral,2015,10,Octubre,7,10,"No és causa del  vianant",Motocicleta,Home,Conductor,31,"Ferit lleu","4584135,65","434246,32"
2015S000567,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",701265,"Litoral (Besòs)",000660000,Divendres,Dv,Laboral,2015,1,Gener,23,03,"No és causa del  vianant",Turismo,Dona,Conductor,45,"Ferit lleu","4583894,96","434313,70"
2015S005220,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",701265,"Litoral (Besòs)",0024S0000,Dimarts,Dm,Laboral,2015,7,Juliol,7,09,"No és causa del  vianant",Turismo,Dona,Vianant,62,"Ferit lleu","4584101,32","434522,90"
2015S002471,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",701266,"Litoral (Llobregat)",000640000,Dimecres,Dc,Laboral,2015,4,Abril,1,10,"No és causa del  vianant",Turismo,Home,Conductor,31,"Ferit lleu","4584049,57","434443,92"
2015S009226,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",701266,"Litoral (Llobregat)",000650000,Divendres,Dv,Laboral,2015,12,Desembre,4,02,"No és causa del  vianant",Turismo,Home,Passatger,27,"Ferit lleu","4583978,79","434371,96"
2015S003919,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",701266,"Litoral (Llobregat)",000650000,Dijous,Dj,Laboral,2015,5,Maig,21,02,"No és causa del  vianant",Motocicleta,Home,Conductor,49,"Ferit lleu","4583978,79","434371,96"
2015S006429,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",143609,"Josep Pla",0001X0001X,Dimecres,Dc,Laboral,2015,8,Agost,26,10,"No és causa del  vianant",Motocicleta,Dona,Passatger,30,"Ferit lleu","4584478,68","434687,41"
2015S006429,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",143609,"Josep Pla",0001X0001X,Dimecres,Dc,Laboral,2015,8,Agost,26,10,"No és causa del  vianant",Motocicleta,Home,Conductor,30,"Ferit lleu","4584478,68","434687,41"
2015S007118,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",143609,"Josep Pla","0002 0020",Dimarts,Dm,Laboral,2015,9,Setembre,22,09,"No és causa del  vianant",Turismo,Dona,Conductor,39,"Ferit lleu","4584476,07","434736,15"
2015S005201,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",701414,C-31,020630000,Dilluns,Dl,Laboral,2015,7,Juliol,6,03,"No és causa del  vianant",Turismo,Dona,Conductor,37,"Ferit lleu","4584412,61","432505,80"
2015S001735,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",209900,Meridiana,"0024 0024",Divendres,Dv,Laboral,2015,3,Març,6,08,"No és causa del  vianant",Motocicleta,Dona,Conductor,37,"Ferit lleu","4583008,63","432142,40"
2015S001086,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",209900,Meridiana,"0024 0024",Dijous,Dj,Laboral,2015,2,Febrer,12,11,"No és causa del  vianant",Turismo,Home,Conductor,70,"Ferit lleu","4583008,63","432142,40"
2015S007547,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",209900,Meridiana,"0025 0025",Dimecres,Dc,Laboral,2015,10,Octubre,7,08,"No és causa del  vianant",Turismo,Home,Conductor,38,"Ferit lleu","4583023,64","432090,45"
2015S006843,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",50803,"Buenaventura Muñoz","0013 0013",Divendres,Dv,Laboral,2015,9,Setembre,11,02,"No és causa del  vianant",Ciclomotor,Home,Conductor,33,"Ferit lleu","4582712,21","431880,60"
2015S000640,10,"Sant Martí",67,"la Vila Olímpica del Poblenou",29206,Àvila,"0055 0055",Dilluns,Dl,Laboral,2015,1,Gener,26,08,"No és causa del  vianant",Motocicleta,Home,Conductor,26,"Ferit lleu","4583243,68","432913,10"
2015S000974,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",4908,Àlaba,"0135 0135",Diumenge,Dg,Laboral,2015,2,Febrer,8,01,"No és causa del  vianant",Turismo,Dona,Passatger,45,"Ferit lleu","4583684,20","432301,65"
2015S004304,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",286504,"Roger de Flor","0002 0008",Dijous,Dj,Laboral,2015,6,Juny,4,03,"No és causa del  vianant",Ciclomotor,Home,Conductor,38,"Ferit lleu","4582588,74","431897,96"
2015S009508,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",171400,"Joan d'Àustria","0090 0092",Dilluns,Dl,Laboral,2015,12,Desembre,14,04,"No és causa del  vianant",Motocicleta,Home,Conductor,23,"Ferit lleu","4583086,98","432346,95"
2015S001606,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",197302,Marina,"0091 0095",Dilluns,Dl,Laboral,2015,3,Març,2,12,"No és causa del  vianant",Bicicleta,Home,Conductor,59,"Ferit lleu","4582969,43","432217,03"
2015S004444,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",369204,Zamora,"0074 0074",Dimarts,Dm,Laboral,2015,6,Juny,9,01,"No és causa del  vianant",Turismo,Home,Conductor,56,"Ferit lleu","4583167,18","432447,67"
2015S008506,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",243206,Pamplona,"0077 0077",Dimecres,Dc,Laboral,2015,11,Novembre,11,12,"No és causa del  vianant",Turismo,Home,Conductor,42,"Ferit lleu","4583245,81","432548,55"
2015S004412,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",205150,"Antiga de Mataró","0001 0007",Dilluns,Dl,Laboral,2015,6,Juny,8,01,"No és causa del  vianant",Autobús,Dona,Passatger,43,"Ferit lleu","4582854,68","432276,52"
2015S004862,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",205150,"Antiga de Mataró","0002 0002",Dimarts,Dm,Laboral,2015,6,Juny,23,05,"No és causa del  vianant",Motocicleta,Dona,Conductor,34,"Ferit lleu","4582823,74","432242,24"
2015S009574,10,"Sant Martí",67,"la Vila Olímpica del Poblenou",367504,"Doctor Trueta","0106 0106",Dimecres,Dc,Laboral,2015,12,Desembre,16,02,"No és causa del  vianant",Turismo,Home,Conductor,45,"Ferit lleu","4583030,82","433025,92"
2015S009756,10,"Sant Martí",67,"la Vila Olímpica del Poblenou",62609,Icària,"0128 0128",Dimarts,Dm,Laboral,2015,12,Desembre,22,01,"No és causa del  vianant",Motocicleta,Home,Conductor,26,"Ferit lleu","4582393,19","432704,65"
2015S002705,10,"Sant Martí",67,"la Vila Olímpica del Poblenou",197302,Marina,"0014 0014",Diumenge,Dg,Laboral,2015,4,Abril,12,12,"No és causa del  vianant",Turismo,Home,Conductor,39,"Ferit lleu","4582212,10","433038,89"
2015S004135,10,"Sant Martí",67,"la Vila Olímpica del Poblenou",701265,"Litoral (Besòs)",000810000,Dijous,Dj,Laboral,2015,5,Maig,28,06,"No és causa del  vianant",Turismo,Home,Conductor,46,"Ferit lleu","4582752,95","433341,85"
2015S008772,10,"Sant Martí",67,"la Vila Olímpica del Poblenou",701265,"Litoral (Besòs)",000870000,Divendres,Dv,Laboral,2015,11,Novembre,20,09,"No és causa del  vianant",Motocicleta,Home,Conductor,26,"Ferit lleu","4582333,35","432912,53"
2015S005421,10,"Sant Martí",67,"la Vila Olímpica del Poblenou",701266,"Litoral (Llobregat)",000870000,Dimarts,Dm,Laboral,2015,7,Juliol,14,09,"No és causa del  vianant",Motocicleta,Home,Conductor,48,"Ferit lleu","4582345,91","432900,47"
2015S003420,10,"Sant Martí",67,"la Vila Olímpica del Poblenou",701266,"Litoral (Llobregat)",000870000,Dimecres,Dc,Laboral,2015,5,Maig,6,07,"No és causa del  vianant",Turismo,Home,Passatger,38,"Ferit lleu","4582345,91","432900,47"
2015S000199,10,"Sant Martí",67,"la Vila Olímpica del Poblenou",701266,"Litoral (Llobregat)",000870000,Divendres,Dv,Laboral,2015,1,Gener,9,03,"No és causa del  vianant",Turismo,Dona,Passatger,28,"Ferit lleu","4582345,91","432900,47"
2015S004987,10,"Sant Martí",67,"la Vila Olímpica del Poblenou",700654,Litoral,"0048 0048",Diumenge,Dg,Laboral,2015,6,Juny,28,08,"No és causa del  vianant",Motocicleta,Home,Conductor,33,"Ferit lleu","4582685,64","433341,26"
2015S008593,10,"Sant Martí",67,"la Vila Olímpica del Poblenou",700661,"Joan Miró","0004 0004",Dissabte,Ds,Laboral,2015,11,Novembre,14,10,"No és causa del  vianant",Motocicleta,Dona,Passatger,16,"Ferit lleu","4582535,03","432892,07"
2015S004386,10,"Sant Martí",67,"la Vila Olímpica del Poblenou",700661,"Joan Miró","0004 0004",Diumenge,Dg,Laboral,2015,6,Juny,7,03,"No és causa del  vianant",Motocicleta,Dona,Passatger,25,"Ferit lleu","4582535,03","432892,07"
2015S007079,10,"Sant Martí",67,"la Vila Olímpica del Poblenou",700661,"Joan Miró","0005 0005",Dilluns,Dl,Laboral,2015,9,Setembre,21,03,"No és causa del  vianant",Turismo,Dona,Passatger,26,"Ferit lleu","4582493,71","432874,98"
2015S007079,10,"Sant Martí",67,"la Vila Olímpica del Poblenou",700661,"Joan Miró","0005 0005",Dilluns,Dl,Laboral,2015,9,Setembre,21,03,"No és causa del  vianant",Turismo,Dona,Conductor,29,"Ferit lleu","4582493,71","432874,98"
2015S001894,10,"Sant Martí",67,"la Vila Olímpica del Poblenou",701497,"B-10 (Llobregat)",000840000,Dijous,Dj,Laboral,2015,3,Març,12,09,"No és causa del  vianant",Motocicleta,Home,Conductor,38,"Ferit lleu","4582556,54","433114,82"
2015S003154,10,"Sant Martí",67,"la Vila Olímpica del Poblenou",700662,"Salvador Espriu","0073 0073",Dissabte,Ds,Laboral,2015,4,Abril,25,07,"No és causa del  vianant",Motocicleta,Dona,Passatger,31,"Ferit lleu","4582713,55","433205,10"
2015S004556,10,"Sant Martí",67,"la Vila Olímpica del Poblenou",62609,Icària,"0149 0149",Divendres,Dv,Laboral,2015,6,Juny,12,11,"No és causa del  vianant",Turismo,Home,Passatger,1,"Ferit lleu","4582734,62","432962,38"
2015S006132,10,"Sant Martí",67,"la Vila Olímpica del Poblenou",700663,"Rosa Sensat","0001 0001",Dilluns,Dl,Laboral,2015,8,Agost,10,09,"No és causa del  vianant",Motocicleta,Dona,Passatger,33,"Ferit lleu","4582591,91","432967,74"
2015S004387,10,"Sant Martí",67,"la Vila Olímpica del Poblenou",110009,"Ramon Turró","0034 0034",Diumenge,Dg,Laboral,2015,6,Juny,7,05,"No és causa del  vianant",Motocicleta,Home,Conductor,38,"Ferit lleu","4582766,47","432564,14"
2015S003006,1,"Ciutat Vella",1,"el Raval",39800,"Ramon Berenguer el Vell","0008 0008",Dimarts,Dm,Laboral,2015,4,Abril,21,10,"Creuar per fora pas de vianants",Bicicleta,Home,Conductor,39,"Ferit lleu","4580949,35","430979,61"
