"Numero_expedient","Codi_districte","Nom_districte","Codi_barri","Nom_barri","Codi_carrer","Nom_carrer","Num_postal","Descripcio_dia_setmana","Dia_setmana","Descripcio_tipus_dia","NK_Any","Mes_any","Nom_mes","Dia_mes","Hora_dia","Descripcio_torn","Descripcio_causa_vianant","Descripcio_tipus_vehicle","Descripcio_model","Descripcio_marca","Descripcio_color","Descripcio_carnet","Antiguitat_carnet","Coordenada_UTM_X","Coordenada_UTM_Y","Latitud","Longitud"
"2020S000052    ",9,"Sant Andreu",63,"Navas",115603,"Espronceda","0413 0413","Dissabte","Ds","Laboral",2020,1,"Gener",4,7,"Matí","No és causa del  vianant","Motocicleta","SH125D","HONDA","Blanc","B",19,"431970.16","4585923.86","41.420145186","2.18478482"
"2020S000052    ",9,"Sant Andreu",63,"Navas",115603,"Espronceda","0413 0413","Dissabte","Ds","Laboral",2020,1,"Gener",4,7,"Matí","No és causa del  vianant","Turisme","LEON 1.9 TDI 5V","SEAT","Blau","Desconegut","Desconegut","431970.16","4585923.86","41.420145186","2.18478482"
"2020S000052    ",9,"Sant Andreu",63,"Navas",115603,"Espronceda","0413 0413","Dissabte","Ds","Laboral",2020,1,"Gener",4,7,"Matí","No és causa del  vianant","Turisme","TOURAN 1.9","VOLKSWAGEN","Vermell","B",3,"431970.16","4585923.86","41.420145186","2.18478482"
"2020S000053    ",3,"Sants-Montjuïc",13,"la Marina de Port",261478,"Polvorí","0003 0003","Dissabte","Ds","Laboral",2020,1,"Gener",4,8,"Matí","No és causa del  vianant","Turisme","CORSA","OPEL","Blanc","Desconegut","Desconegut","428405.15","4579740.79","41.364146652","2.14285930"
"2020S000053    ",3,"Sants-Montjuïc",13,"la Marina de Port",261478,"Polvorí","0003 0003","Dissabte","Ds","Laboral",2020,1,"Gener",4,8,"Matí","No és causa del  vianant","Turisme","2008 STYLE PURETECH 82","PEUGEOT","Gris","Desconegut","Desconegut","428405.15","4579740.79","41.364146652","2.14285930"
"2020S000053    ",3,"Sants-Montjuïc",13,"la Marina de Port",261478,"Polvorí","0003 0003","Dissabte","Ds","Laboral",2020,1,"Gener",4,8,"Matí","No és causa del  vianant","Turisme","NUEVO C3 AIRCROSS PURE","CITROEN","Gris","B",3,"428405.15","4579740.79","41.364146652","2.14285930"
"2020S000054    ",10,"Sant Martí",68,"el Poblenou",110009,"Ramon Turró","0140 0140","Dissabte","Ds","Laboral",2020,1,"Gener",4,10,"Matí","No és causa del  vianant","Turisme","IBIZA","SEAT","Blanc","B",2,"433102.1","4583287.77","41.396497735","2.19862067"
"2020S000054    ",10,"Sant Martí",68,"el Poblenou",110009,"Ramon Turró","0140 0140","Dissabte","Ds","Laboral",2020,1,"Gener",4,10,"Matí","No és causa del  vianant","Motocicleta","FJS400D","HONDA","Negre","A",41,"433102.1","4583287.77","41.396497735","2.19862067"
"2020S000055    ",2,"Eixample",7,"la Dreta de l'Eixample",305100,"Sant Joan","0130 0130","Dissabte","Ds","Laboral",2020,1,"Gener",4,12,"Matí","No és causa del  vianant","Turisme","ALFA GIULIETTA","ALFA ROMEO","Blanc","B",8,"430540.89","4583823.4","41.401104708","2.16792419"
"2020S000055    ",2,"Eixample",7,"la Dreta de l'Eixample",305100,"Sant Joan","0130 0130","Dissabte","Ds","Laboral",2020,1,"Gener",4,12,"Matí","No és causa del  vianant","Motocicleta","SH 125","HONDA","Negre","B",16,"430540.89","4583823.4","41.401104708","2.16792419"
"2020S000056    ",8,"Nou Barris",52,"la Prosperitat",701268,"Dalt (Llobregat)",1490000,"Dissabte","Ds","Laboral",2020,1,"Gener",4,13,"Matí","No és causa del  vianant","Turisme","A 200","MERCEDES-BENZ","Blanc","B",29,"431626.51","4588805.26","41.446067764","2.18034673"
"2020S000056    ",8,"Nou Barris",52,"la Prosperitat",701268,"Dalt (Llobregat)",1490000,"Dissabte","Ds","Laboral",2020,1,"Gener",4,13,"Matí","No és causa del  vianant","Motocicleta","Z 750","KAWASAKI","Verd","A",9,"431626.51","4588805.26","41.446067764","2.18034673"
"2020S000057    ",3,"Sants-Montjuïc",11,"el Poble-sec",114000,"Espanya","9999 9999","Dissabte","Ds","Laboral",2020,1,"Gener",4,14,"Tarda","No és causa del  vianant","Motocicleta","WW125EX2","HONDA","Blanc","B",12,"428940.71","4580909.36","41.374719063","2.14912497"
"2020S000057    ",3,"Sants-Montjuïc",11,"el Poble-sec",114000,"Espanya","9999 9999","Dissabte","Ds","Laboral",2020,1,"Gener",4,14,"Tarda","No és causa del  vianant","Taxi","TOYOTA PRIUS","TOYOTA","Negre/Groc","B",5,"428940.71","4580909.36","41.374719063","2.14912497"
"2020S000058    ",2,"Eixample",5,"el Fort Pienc",169409,"Corts Catalanes","0828 0828","Dissabte","Ds","Laboral",2020,1,"Gener",4,14,"Tarda","No és causa del  vianant","Furgoneta","REXTON","SSANGYONG","Negre","B",10,"431936.43","4583838.41","41.401359317","2.18461595"
"2020S000058    ",2,"Eixample",5,"el Fort Pienc",169409,"Corts Catalanes","0828 0828","Dissabte","Ds","Laboral",2020,1,"Gener",4,14,"Tarda","No és causa del  vianant","Turisme",206,"PEUGEOT","Platejat","B",7,"431936.43","4583838.41","41.401359317","2.18461595"
"2020S000058    ",2,"Eixample",5,"el Fort Pienc",169409,"Corts Catalanes","0828 0828","Dissabte","Ds","Laboral",2020,1,"Gener",4,14,"Tarda","No és causa del  vianant","Turisme","MAZDA 3","MAZDA","Vermell","B",46,"431936.43","4583838.41","41.401359317","2.18461595"
"2020S000059    ",8,"Nou Barris",46,"el Turó de la Peira",119003,"Fabra i Puig","0278 0278","Dissabte","Ds","Laboral",2020,1,"Gener",4,15,"Tarda","Desobeir el senyal del semàfor","Motocicleta","F 800 R","BMW","Altres","A2",1,"430943.82","4587080.88","41.43047845","2.17237195"
"2020S000060    ",2,"Eixample",7,"la Dreta de l'Eixample",169409,"Corts Catalanes","9999 9999","Dissabte","Ds","Laboral",2020,1,"Gener",4,15,"Tarda","No és causa del  vianant","Veh. mobilitat personal amb motor","M-365","XIAOMI","Blanc","Desconegut","Desconegut","430557.83","4582516.3","41.389333538","2.16827680"
"2020S000060    ",2,"Eixample",7,"la Dreta de l'Eixample",169409,"Corts Catalanes","9999 9999","Dissabte","Ds","Laboral",2020,1,"Gener",4,15,"Tarda","No és causa del  vianant","Turisme","GOLF","VOLKSWAGEN","Negre","B",3,"430557.83","4582516.3","41.389333538","2.16827680"
"2020S000061    ",1,"Ciutat Vella",1,"el Raval",34308,"Rambla","0035 0035","Dissabte","Ds","Laboral",2020,1,"Gener",4,19,"Tarda","Creuar per fora pas de vianants","Autobús articulat","HYBRID H18","SOLARIS","Desconegut","D",11,"431090.32","4581379.45","41.379140076","2.17477465"
"2020S000062    ",5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",700059,"Vallvidrera a les Planes","0050 0056","Dissabte","Ds","Laboral",2020,1,"Gener",4,20,"Tarda","No és causa del  vianant","Tot terreny","RANGE ROVER SPORT","LAND ROVER","Desconegut","Desconegut","Desconegut","424354.87","4586397.59","41.423730593","2.09360627"
"2020S000062    ",5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",700059,"Vallvidrera a les Planes","0050 0056","Dissabte","Ds","Laboral",2020,1,"Gener",4,20,"Tarda","No és causa del  vianant","Turisme","308 5P STYLE S 1.6 BLU","PEUGEOT","Desconegut","B",16,"424354.87","4586397.59","41.423730593","2.09360627"
"2020S000063    ",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",201400,"Picasso","0012 0012","Dissabte","Ds","Laboral",2020,1,"Gener",4,16,"Tarda","No és causa del  vianant","Tot terreny","RANGE ROVER EVOQUE","LAND ROVER","Blanc","B",10,"431750.43","4582331.38","41.38777015","2.18256095"
"2020S000063    ",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",201400,"Picasso","0012 0012","Dissabte","Ds","Laboral",2020,1,"Gener",4,16,"Tarda","No és causa del  vianant","Motocicleta","VFR1200F","HONDA","Blanc","A",24,"431750.43","4582331.38","41.38777015","2.18256095"
"2020S000064    ",1,"Ciutat Vella",2,"el Barri Gòtic",701265,"Litoral (Besòs)",1010000,"Dissabte","Ds","Laboral",2020,1,"Gener",4,17,"Tarda","No és causa del  vianant","Motocicleta","PEOPLE 125","KYMCO","Negre","A1",4,"431765.17","4581550.86","41.380741466","2.18282518"
"2020S000064    ",1,"Ciutat Vella",2,"el Barri Gòtic",701265,"Litoral (Besòs)",1010000,"Dissabte","Ds","Laboral",2020,1,"Gener",4,17,"Tarda","No és causa del  vianant","Turisme","TOYOTA PRIUS PLUS","TOYOTA","Negre/Groc","B",4,"431765.17","4581550.86","41.380741466","2.18282518"
"2020S000065    ",8,"Nou Barris",44,"Vilapicina i la Torre Llobeta",194406,"Maragall","0182 0182","Dissabte","Ds","Laboral",2020,1,"Gener",4,12,"Matí","No és causa del  vianant","Motocicleta","Desconegut","Desconegut","Desconegut","Desconegut","Desconegut","431240.34","4586550.44","41.425726417","2.17598089"
"2020S000065    ",8,"Nou Barris",44,"Vilapicina i la Torre Llobeta",194406,"Maragall","0182 0182","Dissabte","Ds","Laboral",2020,1,"Gener",4,12,"Matí","No és causa del  vianant","Ciclomotor","SH 50","HONDA","Negre","B",1,"431240.34","4586550.44","41.425726417","2.17598089"
"2020S000066    ",2,"Eixample",7,"la Dreta de l'Eixample",144601,"Diagonal","0387 0387","Dissabte","Ds","Laboral",2020,1,"Gener",4,19,"Tarda","No és causa del  vianant","Furgoneta","TOURNEO","FORD","Blanc","B",26,"429809.14","4583287.66","41.396215898","2.15923318"
"2020S000066    ",2,"Eixample",7,"la Dreta de l'Eixample",144601,"Diagonal","0387 0387","Dissabte","Ds","Laboral",2020,1,"Gener",4,19,"Tarda","No és causa del  vianant","Motocicleta","LIBERTY","PIAGGIO","Blanc","B",10,"429809.14","4583287.66","41.396215898","2.15923318"
"2020S000067    ",10,"Sant Martí",70,"el Besòs i el Maresme",701414,"C-31",20840000,"Dissabte","Ds","Laboral",2020,1,"Gener",4,21,"Tarda","No és causa del  vianant","Turisme","IBIZA 1.4","SEAT","Desconegut","B",7,"434007.45","4585877.1","41.419894044","2.20916724"
"2020S000067    ",10,"Sant Martí",70,"el Besòs i el Maresme",701414,"C-31",20840000,"Dissabte","Ds","Laboral",2020,1,"Gener",4,21,"Tarda","No és causa del  vianant","Taxi","ALHAMBRA ECOMOTIVE","SEAT","Negre/Groc","B",41,"434007.45","4585877.1","41.419894044","2.20916724"
"2020S000068    ",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",163504,"Isabel II","0002 0002","Dissabte","Ds","Laboral",2020,1,"Gener",4,23,"Nit","No és causa del  vianant","Motocicleta","UK 110","SUZUKI","Desconegut","B",7,"431742.93","4581619.47","41.381357531","2.18255150"
"2020S000068    ",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",163504,"Isabel II","0002 0002","Dissabte","Ds","Laboral",2020,1,"Gener",4,23,"Nit","No és causa del  vianant","Veh. mobilitat personal amb motor","Desconegut","Desconegut","Desconegut","Desconegut","Desconegut","431742.93","4581619.47","41.381357531","2.18255150"
"2020S000069    ",10,"Sant Martí",65,"el Clot",226400,"Las Navas de Tolosa","0243 0243","Diumenge","Dg","Laboral",2020,1,"Gener",5,5,"Nit","No és causa del  vianant","Turisme","206 3P XS 90","PEUGEOT","Gris","B",12,"432456.26","4585044.53","41.412266359","2.19069950"
"2020S000069    ",10,"Sant Martí",65,"el Clot",226400,"Las Navas de Tolosa","0243 0243","Diumenge","Dg","Laboral",2020,1,"Gener",5,5,"Nit","No és causa del  vianant","Turisme","TOYOTA C-HR","TOYOTA","Vermell","B",5,"432456.26","4585044.53","41.412266359","2.19069950"
"2020S000070    ",10,"Sant Martí",68,"el Poblenou",701266,"Litoral (Llobregat)",710000,"Diumenge","Dg","Laboral",2020,1,"Gener",5,6,"Matí","No és causa del  vianant","Turisme","N-C4 EHD115ETG6","CITROEN","Platejat","B",8,"433970.87","4583525.55","41.398711212","2.20898629"
"2020S000071    ",7,"Horta-Guinardó",33,"el Baix Guinardó",297001,"Sant Antoni Maria Claret","0163 0165","Diumenge","Dg","Laboral",2020,1,"Gener",5,9,"Matí","No és causa del  vianant","Motocicleta","XP500","YAMAHA","Blau","A",28,"431057.95","4584924.54","41.411066849","2.17398374"
"2020S000071    ",7,"Horta-Guinardó",33,"el Baix Guinardó",297001,"Sant Antoni Maria Claret","0163 0165","Diumenge","Dg","Laboral",2020,1,"Gener",5,9,"Matí","No és causa del  vianant","Taxi","TOYOTA PRIUS","TOYOTA","Negre/Groc","B",34,"431057.95","4584924.54","41.411066849","2.17398374"
"2020S000072    ",7,"Horta-Guinardó",33,"el Baix Guinardó",178308,"Lepant","0368 0370","Diumenge","Dg","Laboral",2020,1,"Gener",5,11,"Matí","No és causa del  vianant","Turisme","CLS 63 AMG","MERCEDES-AMG","Gris","B",9,"430806.48","4584689.88","41.408931723","2.17100205"
"2020S000072    ",7,"Horta-Guinardó",33,"el Baix Guinardó",178308,"Lepant","0368 0370","Diumenge","Dg","Laboral",2020,1,"Gener",5,11,"Matí","No és causa del  vianant","Motocicleta","SH125AD","HONDA","Negre","B",33,"430806.48","4584689.88","41.408931723","2.17100205"
"2020S000073    ",7,"Horta-Guinardó",36,"la Font d'en Fargues",78303,"Ciències","0043 0043","Diumenge","Dg","Laboral",2020,1,"Gener",5,11,"Matí","No és causa del  vianant","Motocicleta","XP530-A  (TMAX SX)","YAMAHA","Gris","A",42,"429781.38","4586529.46","41.425411185","2.15852473"
"2020S000073    ",7,"Horta-Guinardó",36,"la Font d'en Fargues",78303,"Ciències","0043 0043","Diumenge","Dg","Laboral",2020,1,"Gener",5,11,"Matí","No és causa del  vianant","Turisme","SWIFT DDIS 5P GL/GLX","SUZUKI","Vermell","B",2,"429781.38","4586529.46","41.425411185","2.15852473"
"2020S000074    ",9,"Sant Andreu",57,"la Trinitat Vella",314100,"Santa Coloma","0101 0105","Diumenge","Dg","Laboral",2020,1,"Gener",5,13,"Matí","No és causa del  vianant","Motocicleta","SH 125","HONDA","Gris","B",39,"433075.4","4588998.68","41.447932004","2.19766893"
"2020S000074    ",9,"Sant Andreu",57,"la Trinitat Vella",314100,"Santa Coloma","0101 0105","Diumenge","Dg","Laboral",2020,1,"Gener",5,13,"Matí","No és causa del  vianant","Turisme","I 30","HYUNDAI","Gris","B",40,"433075.4","4588998.68","41.447932004","2.19766893"
"2020S000075    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",32700,"Balmes","0019 0019","Diumenge","Dg","Laboral",2020,1,"Gener",5,13,"Matí","No és causa del  vianant","Motocicleta","SYMPHONY 200 ST","S.Y.M","Desconegut","A",22,"430260.21","4582324.67","41.387581823","2.16473940"
"2020S000075    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",32700,"Balmes","0019 0019","Diumenge","Dg","Laboral",2020,1,"Gener",5,13,"Matí","No és causa del  vianant","Turisme","ACCORD TOURER","HONDA","Desconegut","B",27,"430260.21","4582324.67","41.387581823","2.16473940"
"2020S000076    ",2,"Eixample",6,"la Sagrada Família",142300,"Gaudí","0069 0069","Diumenge","Dg","Laboral",2020,1,"Gener",5,14,"Tarda","No és causa del  vianant","Motocicleta","LIBERTY 125 SP","PIAGGIO","Gris","B",8,"431062.98","4584751.97","41.409513","2.17406359"
"2020S000076    ",2,"Eixample",6,"la Sagrada Família",142300,"Gaudí","0069 0069","Diumenge","Dg","Laboral",2020,1,"Gener",5,14,"Tarda","No és causa del  vianant","Turisme","LEON ST","SEAT","Gris","B",14,"431062.98","4584751.97","41.409513","2.17406359"
"2020S000077    ",1,"Ciutat Vella",2,"el Barri Gòtic",701266,"Litoral (Llobregat)",1050000,"Diumenge","Dg","Laboral",2020,1,"Gener",5,16,"Tarda","No és causa del  vianant","Motocicleta","GSX-R750","SUZUKI","Desconegut","A",10,"431520.59","4581243.79","41.377954977","2.17993514"
"2020S000077    ",1,"Ciutat Vella",2,"el Barri Gòtic",701266,"Litoral (Llobregat)",1050000,"Diumenge","Dg","Laboral",2020,1,"Gener",5,16,"Tarda","No és causa del  vianant","Turisme","OCTAVIA","SKODA","Desconegut","B",8,"431520.59","4581243.79","41.377954977","2.17993514"
"2020S000078    ",8,"Nou Barris",49,"Canyelles",120807,"Favència","0013 0015","Diumenge","Dg","Laboral",2020,1,"Gener",5,18,"Tarda","No és causa del  vianant","Bicicleta","Desconegut","--------","Blau","Desconegut","Desconegut","430250.41","4588256.61","41.441007841","2.16393790"
"2020S000078    ",8,"Nou Barris",49,"Canyelles",120807,"Favència","0013 0015","Diumenge","Dg","Laboral",2020,1,"Gener",5,18,"Tarda","No és causa del  vianant","Turisme","EXEO ST","SEAT","Desconegut","B",30,"430250.41","4588256.61","41.441007841","2.16393790"
"2020S000079    ",3,"Sants-Montjuïc",11,"el Poble-sec",701266,"Litoral (Llobregat)",1290000,"Diumenge","Dg","Laboral",2020,1,"Gener",5,18,"Tarda","No és causa del  vianant","Turisme","ARONA","SEAT","Blanc","B",10,"430583.49","4579502.49","41.362191229","2.16892902"
"2020S000079    ",3,"Sants-Montjuïc",11,"el Poble-sec",701266,"Litoral (Llobregat)",1290000,"Diumenge","Dg","Laboral",2020,1,"Gener",5,18,"Tarda","No és causa del  vianant","Turisme","NUEVO C3 BLUEHDI 75 S&","CITROEN","Desconegut","B",3,"430583.49","4579502.49","41.362191229","2.16892902"
"2020S000080    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",44709,"Bonanova","0018 0020","Diumenge","Dg","Laboral",2020,1,"Gener",5,20,"Tarda","No és causa del  vianant","Turisme","TOYOTA YARIS HYBRID","TOYOTA","Blanc","B",34,"427482.53","4584346.28","41.405543895","2.13127777"
"2020S000080    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",44709,"Bonanova","0018 0020","Diumenge","Dg","Laboral",2020,1,"Gener",5,20,"Tarda","No és causa del  vianant","Motocicleta","YP250R","YAMAHA","Negre","A2",21,"427482.53","4584346.28","41.405543895","2.13127777"
"2020S000081    ",3,"Sants-Montjuïc",18,"Sants",138802,"Galileu","0181 0181","Diumenge","Dg","Laboral",2020,1,"Gener",5,1,"Nit","No és causa del  vianant","Turisme","I20, I20 ACTIVE","HYUNDAI","Blanc","Desconegut","Desconegut","427646.23","4581616.08","41.380968823","2.13356241"
"2020S000081    ",3,"Sants-Montjuïc",18,"Sants",138802,"Galileu","0181 0181","Diumenge","Dg","Laboral",2020,1,"Gener",5,1,"Nit","No és causa del  vianant","Ciclomotor","CS 50 Z","YAMAHA","Negre","B",1,"427646.23","4581616.08","41.380968823","2.13356241"
"2020S000081    ",3,"Sants-Montjuïc",18,"Sants",138802,"Galileu","0181 0181","Diumenge","Dg","Laboral",2020,1,"Gener",5,1,"Nit","No és causa del  vianant","Motocicleta","SH 125","HONDA","Negre","B",8,"427646.23","4581616.08","41.380968823","2.13356241"
"2020S000082    ",10,"Sant Martí",68,"el Poblenou",346800,"Poblenou","0043 0043","Diumenge","Dg","Laboral",2020,1,"Gener",5,20,"Tarda","No és causa del  vianant","Turisme","535I XDRIVE A","BMW","Desconegut","B",12,"433435.6","4583667.06","41.399941598","2.20256802"
"2020S000082    ",10,"Sant Martí",68,"el Poblenou",346800,"Poblenou","0043 0043","Diumenge","Dg","Laboral",2020,1,"Gener",5,20,"Tarda","No és causa del  vianant","Bicicleta","Desconegut","ORBEA","Negre","Desconegut","Desconegut","433435.6","4583667.06","41.399941598","2.20256802"
"2020S000083    ",8,"Nou Barris",53,"la Trinitat Nova",291300,"S'Agaró","0001 0001","Diumenge","Dg","Laboral",2020,1,"Gener",5,15,"Tarda","No és causa del  vianant","Turisme","ARONA","SEAT","Blanc","B",11,"432164.4","4588928.97","41.447227636","2.18677152"
"2020S000083    ",8,"Nou Barris",53,"la Trinitat Nova",291300,"S'Agaró","0001 0001","Diumenge","Dg","Laboral",2020,1,"Gener",5,15,"Tarda","No és causa del  vianant","Turisme","X3 2.0D M","BMW","Gris","B",12,"432164.4","4588928.97","41.447227636","2.18677152"
"2020S000084    ",10,"Sant Martí",68,"el Poblenou",42306,"Bilbao","0031X0031X","Diumenge","Dg","Laboral",2020,1,"Gener",5,20,"Tarda","No és causa del  vianant","Furgoneta","TRAFIC","RENAULT","Blanc","B",24,"433644.35","4583850.37","41.401609891","2.20504495"
"2020S000084    ",10,"Sant Martí",68,"el Poblenou",42306,"Bilbao","0031X0031X","Diumenge","Dg","Laboral",2020,1,"Gener",5,20,"Tarda","No és causa del  vianant","Turisme","NUEVO C4 CACTUS BLUEHD","CITROEN","Gris","B",14,"433644.35","4583850.37","41.401609891","2.20504495"
"2020S000085    ",2,"Eixample",5,"el Fort Pienc",76807,"Sardenya","0159 0159","Dilluns","Dl","Laboral",2020,1,"Gener",6,1,"Nit","No és causa del  vianant","Turisme","POLO","VOLKSWAGEN","Blanc","B",8,"431678.21","4583358.81","41.397017787","2.18158126"
"2020S000085    ",2,"Eixample",5,"el Fort Pienc",76807,"Sardenya","0159 0159","Dilluns","Dl","Laboral",2020,1,"Gener",6,1,"Nit","No és causa del  vianant","Turisme","FOCUS","FORD","Gris","B",1,"431678.21","4583358.81","41.397017787","2.18158126"
"2020S000085    ",2,"Eixample",5,"el Fort Pienc",76807,"Sardenya","0159 0159","Dilluns","Dl","Laboral",2020,1,"Gener",6,1,"Nit","No és causa del  vianant","Taxi","OCTAVIA","SKODA","Negre/Groc","B",8,"431678.21","4583358.81","41.397017787","2.18158126"
